target_type,original_chord_size,reduced_visible_count,held_before,baseline_completion_count,comparable_view_count,target_resolving_view_count,coverage_signature,trials,primary_competing_trials,unique_wrong_views
LongNoteHead,3,2,absent,8,1,0,10000000,2,1,0
LongNoteHead,3,2,absent,8,2,0,10001000,1,1,0
LongNoteHead,3,2,absent,8,2,0,11000000,30,25,5
LongNoteHead,3,2,absent,8,2,1,11000000,2,2,0
LongNoteHead,3,2,absent,8,3,0,11001000,9,9,6
LongNoteHead,3,2,absent,8,3,0,11100000,8,7,5
LongNoteHead,3,2,absent,8,3,1,11001000,2,2,0
LongNoteHead,3,2,absent,8,3,1,11100000,4,4,0
LongNoteHead,3,2,absent,8,4,0,11001100,9,9,4
LongNoteHead,3,2,absent,8,4,0,11101000,7,7,9
LongNoteHead,3,2,absent,8,4,0,11110000,5,5,9
LongNoteHead,3,2,absent,8,4,1,11001100,1,1,0
LongNoteHead,3,2,absent,8,4,1,11101000,2,2,1
LongNoteHead,3,2,absent,8,4,2,11001100,4,4,0
LongNoteHead,3,2,absent,8,5,0,11111000,2,2,2
LongNoteHead,3,2,absent,8,5,2,11111000,1,1,1
LongNoteHead,3,2,absent,9,1,0,10000000,1,1,0
LongNoteHead,3,2,absent,9,2,0,11000000,13,13,1
LongNoteHead,3,2,absent,9,3,0,11001000,7,7,3
LongNoteHead,3,2,absent,9,3,0,11100000,10,10,2
LongNoteHead,3,2,absent,9,3,1,11001000,3,3,0
LongNoteHead,3,2,absent,9,3,1,11100000,2,2,0
LongNoteHead,3,2,absent,9,4,0,11001100,1,1,0
LongNoteHead,3,2,absent,9,4,0,11101000,8,8,3
LongNoteHead,3,2,absent,9,4,1,11101000,1,1,0
LongNoteHead,3,2,absent,9,4,2,11110000,2,2,0
LongNoteHead,3,2,absent,9,5,0,11101100,1,1,1
LongNoteHead,3,2,present,0,0,0,00000000,12,0,0
LongNoteHead,3,2,present,1,1,0,10000000,18,0,18
LongNoteHead,3,2,present,1,1,1,10000000,3,0,0
LongNoteHead,3,2,present,1,2,0,10001000,2,0,4
LongNoteHead,3,2,present,1,2,0,11000000,1,0,2
LongNoteHead,3,2,present,1,2,2,11000000,5,0,0
LongNoteHead,3,2,present,1,3,0,10001100,1,0,3
LongNoteHead,3,2,present,1,3,3,11001000,2,0,0
LongNoteHead,3,2,present,1,4,4,11001100,2,0,0
LongNoteHead,3,2,present,1,4,4,11110000,1,0,0
LongNoteHead,3,2,present,1,5,5,11111000,1,0,0
LongNoteHead,3,2,present,10,1,0,10000000,26,26,0
LongNoteHead,3,2,present,10,2,0,10001000,13,13,7
LongNoteHead,3,2,present,10,2,0,10100000,11,11,5
LongNoteHead,3,2,present,10,2,0,11000000,25,25,11
LongNoteHead,3,2,present,10,2,1,10001000,1,1,0
LongNoteHead,3,2,present,10,2,1,10100000,1,1,0
LongNoteHead,3,2,present,10,2,1,11000000,12,12,0
LongNoteHead,3,2,present,10,3,0,10001100,3,3,5
LongNoteHead,3,2,present,10,3,0,10101000,3,3,1
LongNoteHead,3,2,present,10,3,0,10110000,5,5,7
LongNoteHead,3,2,present,10,3,0,11001000,20,20,13
LongNoteHead,3,2,present,10,3,0,11100000,19,19,11
LongNoteHead,3,2,present,10,3,1,10101000,1,1,0
LongNoteHead,3,2,present,10,3,1,11001000,8,8,4
LongNoteHead,3,2,present,10,3,1,11100000,8,8,3
LongNoteHead,3,2,present,10,3,2,10001100,1,1,0
LongNoteHead,3,2,present,10,3,2,11001000,1,1,0
LongNoteHead,3,2,present,10,3,2,11100000,1,1,0
LongNoteHead,3,2,present,10,4,0,10101100,6,6,8
LongNoteHead,3,2,present,10,4,0,11001100,5,5,8
LongNoteHead,3,2,present,10,4,0,11101000,27,27,19
LongNoteHead,3,2,present,10,4,0,11110000,11,11,20
LongNoteHead,3,2,present,10,4,1,10101100,1,1,2
LongNoteHead,3,2,present,10,4,1,10111000,1,1,0
LongNoteHead,3,2,present,10,4,1,11001100,5,5,6
LongNoteHead,3,2,present,10,4,1,11101000,11,11,5
LongNoteHead,3,2,present,10,4,1,11110000,4,4,2
LongNoteHead,3,2,present,10,4,2,10101100,1,1,0
LongNoteHead,3,2,present,10,4,2,11001100,2,2,2
LongNoteHead,3,2,present,10,4,2,11101000,7,7,4
LongNoteHead,3,2,present,10,4,2,11110000,3,3,0
LongNoteHead,3,2,present,10,4,3,11001100,1,1,0
LongNoteHead,3,2,present,10,4,3,11101000,3,3,0
LongNoteHead,3,2,present,10,4,3,11110000,2,2,0
LongNoteHead,3,2,present,10,5,0,10111100,4,4,8
LongNoteHead,3,2,present,10,5,0,11101100,11,11,13
LongNoteHead,3,2,present,10,5,0,11111000,8,8,11
LongNoteHead,3,2,present,10,5,1,10111100,2,2,3
LongNoteHead,3,2,present,10,5,1,11101100,11,11,2
LongNoteHead,3,2,present,10,5,1,11111000,6,6,0
LongNoteHead,3,2,present,10,5,2,10111100,2,2,2
LongNoteHead,3,2,present,10,5,2,11101100,6,6,4
LongNoteHead,3,2,present,10,5,2,11111000,2,2,1
LongNoteHead,3,2,present,10,5,3,11101100,10,10,3
LongNoteHead,3,2,present,10,5,3,11111000,1,1,0
LongNoteHead,3,2,present,10,6,0,10111110,1,1,4
LongNoteHead,3,2,present,10,6,0,11111100,8,8,13
LongNoteHead,3,2,present,10,6,1,11111100,4,4,4
LongNoteHead,3,2,present,10,6,2,10111110,2,2,0
LongNoteHead,3,2,present,10,6,2,11111100,1,1,1
LongNoteHead,3,2,present,10,6,4,10111110,1,1,0
LongNoteHead,3,2,present,10,7,0,11111110,1,1,5
LongNoteHead,3,2,present,10,7,1,11111110,2,2,1
LongNoteHead,3,2,present,10,7,4,11111110,4,4,0
LongNoteHead,3,2,present,10,8,4,11111111,2,2,0
LongNoteHead,3,2,present,10,8,5,11111111,7,7,0
LongNoteHead,3,2,present,10,8,6,11111111,2,2,0
LongNoteHead,3,2,present,10,8,7,11111111,2,2,0
LongNoteHead,3,2,present,2,1,0,10000000,39,9,0
LongNoteHead,3,2,present,2,2,0,10001000,2,0,2
LongNoteHead,3,2,present,2,2,0,11000000,3,1,3
LongNoteHead,3,2,present,2,2,1,11000000,4,4,0
LongNoteHead,3,2,present,2,3,0,10001100,2,1,4
LongNoteHead,3,2,present,2,3,0,11001000,1,0,2
LongNoteHead,3,2,present,2,3,2,11001000,4,4,0
LongNoteHead,3,2,present,2,4,3,11001100,3,3,0
LongNoteHead,3,2,present,2,5,4,11101100,1,1,0
LongNoteHead,3,2,present,2,6,3,11111100,1,1,2
LongNoteHead,3,2,present,2,8,5,11111111,2,2,0
LongNoteHead,3,2,present,2,8,6,11111111,18,18,0
LongNoteHead,3,2,present,2,8,7,11111111,2,2,0
LongNoteHead,3,2,present,3,1,0,10000000,37,8,0
LongNoteHead,3,2,present,3,2,0,10001000,3,0,2
LongNoteHead,3,2,present,3,2,0,10100000,2,0,2
LongNoteHead,3,2,present,3,2,0,11000000,5,1,4
LongNoteHead,3,2,present,3,3,0,10110000,1,0,2
LongNoteHead,3,2,present,3,3,0,11001000,3,0,5
LongNoteHead,3,2,present,3,3,1,11001000,1,1,0
LongNoteHead,3,2,present,3,3,1,11100000,1,1,1
LongNoteHead,3,2,present,3,3,2,10001100,2,2,0
LongNoteHead,3,2,present,3,3,2,10110000,2,2,0
LongNoteHead,3,2,present,3,3,2,11100000,2,2,0
LongNoteHead,3,2,present,3,4,1,11001100,1,1,2
LongNoteHead,3,2,present,3,4,1,11110000,1,1,2
LongNoteHead,3,2,present,3,4,2,11001100,1,1,0
LongNoteHead,3,2,present,3,4,3,11001100,2,2,0
LongNoteHead,3,2,present,3,4,3,11110000,3,3,0
LongNoteHead,3,2,present,3,5,2,11101100,1,1,1
LongNoteHead,3,2,present,3,5,3,11101100,7,7,3
LongNoteHead,3,2,present,3,5,3,11111000,1,1,0
LongNoteHead,3,2,present,3,5,4,11101100,1,1,0
LongNoteHead,3,2,present,3,6,2,11111100,1,1,2
LongNoteHead,3,2,present,3,6,3,11111100,1,1,1
LongNoteHead,3,2,present,3,6,5,11111100,1,1,0
LongNoteHead,3,2,present,3,8,6,11111111,3,3,0
LongNoteHead,3,2,present,3,8,7,11111111,24,24,0
LongNoteHead,3,2,present,4,1,0,10000000,30,13,0
LongNoteHead,3,2,present,4,2,0,10001000,2,0,1
LongNoteHead,3,2,present,4,2,0,10100000,5,3,4
LongNoteHead,3,2,present,4,2,0,11000000,8,3,8
LongNoteHead,3,2,present,4,2,1,11000000,1,1,0
LongNoteHead,3,2,present,4,3,0,10001100,2,0,0
LongNoteHead,3,2,present,4,3,0,10101000,1,0,2
LongNoteHead,3,2,present,4,3,0,10110000,1,0,2
LongNoteHead,3,2,present,4,3,0,11100000,3,2,4
LongNoteHead,3,2,present,4,3,1,10101000,1,1,1
LongNoteHead,3,2,present,4,3,1,11100000,2,2,2
LongNoteHead,3,2,present,4,3,2,10001100,2,2,0
LongNoteHead,3,2,present,4,3,2,11001000,1,1,0
LongNoteHead,3,2,present,4,4,0,11001100,1,1,0
LongNoteHead,3,2,present,4,4,0,11101000,1,1,1
LongNoteHead,3,2,present,4,4,0,11110000,4,4,4
LongNoteHead,3,2,present,4,4,1,11001100,2,2,0
LongNoteHead,3,2,present,4,4,1,11110000,1,1,0
LongNoteHead,3,2,present,4,4,2,11101000,2,2,0
LongNoteHead,3,2,present,4,4,3,11110000,3,3,0
LongNoteHead,3,2,present,4,5,1,11111000,2,2,3
LongNoteHead,3,2,present,4,5,3,11101100,1,1,0
LongNoteHead,3,2,present,4,5,3,11111000,1,1,1
LongNoteHead,3,2,present,4,5,4,11101100,1,1,0
LongNoteHead,3,2,present,4,6,0,11111100,7,7,9
LongNoteHead,3,2,present,4,6,1,11111100,2,2,1
LongNoteHead,3,2,present,4,6,2,11111100,2,2,4
LongNoteHead,3,2,present,4,6,5,11111100,1,1,0
LongNoteHead,3,2,present,4,8,2,11111111,3,3,0
LongNoteHead,3,2,present,4,8,3,11111111,30,30,0
LongNoteHead,3,2,present,4,8,4,11111111,21,21,0
LongNoteHead,3,2,present,4,8,5,11111111,27,27,0
LongNoteHead,3,2,present,4,8,7,11111111,2,2,0
LongNoteHead,3,2,present,5,1,0,10000000,59,32,0
LongNoteHead,3,2,present,5,2,0,10001000,9,5,7
LongNoteHead,3,2,present,5,2,0,10100000,6,5,3
LongNoteHead,3,2,present,5,2,0,11000000,17,10,13
LongNoteHead,3,2,present,5,2,1,10001000,2,2,0
LongNoteHead,3,2,present,5,2,1,10100000,1,1,0
LongNoteHead,3,2,present,5,2,1,11000000,14,14,0
LongNoteHead,3,2,present,5,3,0,10001100,7,5,10
LongNoteHead,3,2,present,5,3,0,10101000,2,1,3
LongNoteHead,3,2,present,5,3,0,10110000,7,6,5
LongNoteHead,3,2,present,5,3,0,11001000,1,1,2
LongNoteHead,3,2,present,5,3,0,11100000,4,2,5
LongNoteHead,3,2,present,5,3,1,11001000,1,1,0
LongNoteHead,3,2,present,5,3,1,11100000,5,5,1
LongNoteHead,3,2,present,5,3,2,10110000,1,1,0
LongNoteHead,3,2,present,5,3,2,11001000,1,1,0
LongNoteHead,3,2,present,5,3,2,11100000,5,5,0
LongNoteHead,3,2,present,5,4,0,10101100,3,1,8
LongNoteHead,3,2,present,5,4,0,10111000,2,1,2
LongNoteHead,3,2,present,5,4,0,11001100,3,2,5
LongNoteHead,3,2,present,5,4,0,11110000,5,5,7
LongNoteHead,3,2,present,5,4,1,11001100,8,8,10
LongNoteHead,3,2,present,5,4,1,11101000,1,1,0
LongNoteHead,3,2,present,5,4,1,11110000,7,7,7
LongNoteHead,3,2,present,5,4,2,11110000,2,2,0
LongNoteHead,3,2,present,5,4,3,11001100,2,2,0
LongNoteHead,3,2,present,5,4,3,11101000,2,2,0
LongNoteHead,3,2,present,5,5,0,10111100,4,3,0
LongNoteHead,3,2,present,5,5,0,11101100,1,1,3
LongNoteHead,3,2,present,5,5,1,11111000,2,2,3
LongNoteHead,3,2,present,5,5,4,11101100,4,4,0
LongNoteHead,3,2,present,5,5,4,11111000,3,3,0
LongNoteHead,3,2,present,5,6,0,11111100,3,3,6
LongNoteHead,3,2,present,5,6,1,10111110,1,1,0
LongNoteHead,3,2,present,5,6,1,11111100,10,10,20
LongNoteHead,3,2,present,5,6,2,10111110,1,1,0
LongNoteHead,3,2,present,5,6,2,11111100,1,1,1
LongNoteHead,3,2,present,5,6,3,11111100,1,1,0
LongNoteHead,3,2,present,5,7,2,11111110,1,1,0
LongNoteHead,3,2,present,5,7,3,11111110,1,1,0
LongNoteHead,3,2,present,5,8,6,11111111,2,2,0
LongNoteHead,3,2,present,5,8,7,11111111,4,4,0
LongNoteHead,3,2,present,6,1,0,10000000,54,36,0
LongNoteHead,3,2,present,6,2,0,10001000,8,5,5
LongNoteHead,3,2,present,6,2,0,10100000,16,12,10
LongNoteHead,3,2,present,6,2,0,11000000,24,19,18
LongNoteHead,3,2,present,6,2,1,10001000,6,6,0
LongNoteHead,3,2,present,6,2,1,10100000,3,3,0
LongNoteHead,3,2,present,6,2,1,11000000,13,13,0
LongNoteHead,3,2,present,6,3,0,10001100,15,13,16
LongNoteHead,3,2,present,6,3,0,10101000,6,5,4
LongNoteHead,3,2,present,6,3,0,10110000,11,8,13
LongNoteHead,3,2,present,6,3,0,11001000,4,4,1
LongNoteHead,3,2,present,6,3,0,11100000,7,5,13
LongNoteHead,3,2,present,6,3,1,10101000,3,3,3
LongNoteHead,3,2,present,6,3,1,10110000,1,1,0
LongNoteHead,3,2,present,6,3,1,11001000,3,3,0
LongNoteHead,3,2,present,6,3,1,11100000,3,3,2
LongNoteHead,3,2,present,6,3,2,10001100,2,2,0
LongNoteHead,3,2,present,6,3,2,10110000,1,1,0
LongNoteHead,3,2,present,6,3,2,11001000,3,3,0
LongNoteHead,3,2,present,6,3,2,11100000,5,5,0
LongNoteHead,3,2,present,6,4,0,10101100,4,4,4
LongNoteHead,3,2,present,6,4,0,10111000,4,3,5
LongNoteHead,3,2,present,6,4,0,11001100,6,6,10
LongNoteHead,3,2,present,6,4,0,11101000,3,2,6
LongNoteHead,3,2,present,6,4,0,11110000,10,9,12
LongNoteHead,3,2,present,6,4,1,10101100,1,1,1
LongNoteHead,3,2,present,6,4,1,11001100,10,10,13
LongNoteHead,3,2,present,6,4,1,11101000,4,4,2
LongNoteHead,3,2,present,6,4,1,11110000,17,17,14
LongNoteHead,3,2,present,6,4,2,11101000,4,4,3
LongNoteHead,3,2,present,6,4,2,11110000,2,2,0
LongNoteHead,3,2,present,6,4,3,11001100,1,1,0
LongNoteHead,3,2,present,6,4,3,11101000,2,2,0
LongNoteHead,3,2,present,6,4,3,11110000,3,3,0
LongNoteHead,3,2,present,6,5,0,10111100,10,10,12
LongNoteHead,3,2,present,6,5,0,11101100,5,4,9
LongNoteHead,3,2,present,6,5,0,11111000,3,3,6
LongNoteHead,3,2,present,6,5,1,11101100,1,1,1
LongNoteHead,3,2,present,6,5,1,11111000,1,1,3
LongNoteHead,3,2,present,6,5,2,10111100,1,1,0
LongNoteHead,3,2,present,6,5,2,11101100,1,1,0
LongNoteHead,3,2,present,6,5,2,11111000,1,1,0
LongNoteHead,3,2,present,6,5,3,11101100,2,2,1
LongNoteHead,3,2,present,6,5,3,11111000,4,4,2
LongNoteHead,3,2,present,6,5,4,11101100,3,3,0
LongNoteHead,3,2,present,6,6,0,10111110,1,1,3
LongNoteHead,3,2,present,6,6,0,11111100,17,16,31
LongNoteHead,3,2,present,6,6,1,10111110,1,1,0
LongNoteHead,3,2,present,6,6,1,11111100,28,28,37
LongNoteHead,3,2,present,6,6,2,11111100,5,5,9
LongNoteHead,3,2,present,6,6,3,10111110,4,4,0
LongNoteHead,3,2,present,6,6,3,11111100,10,10,10
LongNoteHead,3,2,present,6,6,5,10111110,1,1,0
LongNoteHead,3,2,present,6,6,5,11111100,1,1,0
LongNoteHead,3,2,present,6,7,0,11111110,1,1,6
LongNoteHead,3,2,present,6,7,1,11111110,6,6,12
LongNoteHead,3,2,present,6,7,2,11111110,2,2,0
LongNoteHead,3,2,present,6,7,3,11111110,3,3,2
LongNoteHead,3,2,present,6,7,4,11111110,6,6,0
LongNoteHead,3,2,present,6,8,3,11111111,8,8,0
LongNoteHead,3,2,present,6,8,5,11111111,9,9,0
LongNoteHead,3,2,present,6,8,6,11111111,2,2,0
LongNoteHead,3,2,present,6,8,7,11111111,8,8,0
LongNoteHead,3,2,present,7,1,0,10000000,71,45,0
LongNoteHead,3,2,present,7,2,0,10001000,23,18,15
LongNoteHead,3,2,present,7,2,0,10100000,12,7,7
LongNoteHead,3,2,present,7,2,0,11000000,54,48,32
LongNoteHead,3,2,present,7,2,1,10001000,6,6,0
LongNoteHead,3,2,present,7,2,1,11000000,21,21,0
LongNoteHead,3,2,present,7,3,0,10001100,12,11,12
LongNoteHead,3,2,present,7,3,0,10101000,5,2,6
LongNoteHead,3,2,present,7,3,0,10110000,12,10,10
LongNoteHead,3,2,present,7,3,0,11001000,10,8,11
LongNoteHead,3,2,present,7,3,0,11100000,12,9,19
LongNoteHead,3,2,present,7,3,1,10101000,3,3,1
LongNoteHead,3,2,present,7,3,1,10110000,1,1,0
LongNoteHead,3,2,present,7,3,1,11001000,13,13,4
LongNoteHead,3,2,present,7,3,1,11100000,6,6,6
LongNoteHead,3,2,present,7,3,2,10001100,1,1,0
LongNoteHead,3,2,present,7,3,2,10110000,4,4,0
LongNoteHead,3,2,present,7,3,2,11001000,1,1,0
LongNoteHead,3,2,present,7,3,2,11100000,2,2,0
LongNoteHead,3,2,present,7,4,0,10101100,8,8,9
LongNoteHead,3,2,present,7,4,0,10111000,3,3,6
LongNoteHead,3,2,present,7,4,0,11001100,22,22,43
LongNoteHead,3,2,present,7,4,0,11101000,9,6,20
LongNoteHead,3,2,present,7,4,0,11110000,8,8,13
LongNoteHead,3,2,present,7,4,1,10101100,2,2,0
LongNoteHead,3,2,present,7,4,1,11001100,16,16,14
LongNoteHead,3,2,present,7,4,1,11101000,6,6,6
LongNoteHead,3,2,present,7,4,1,11110000,18,18,13
LongNoteHead,3,2,present,7,4,2,11001100,2,2,2
LongNoteHead,3,2,present,7,4,2,11101000,4,4,1
LongNoteHead,3,2,present,7,4,2,11110000,6,6,1
LongNoteHead,3,2,present,7,4,3,11001100,3,3,0
LongNoteHead,3,2,present,7,4,3,11101000,2,2,0
LongNoteHead,3,2,present,7,4,3,11110000,4,4,0
LongNoteHead,3,2,present,7,5,0,10111100,14,14,27
LongNoteHead,3,2,present,7,5,0,11101100,5,4,9
LongNoteHead,3,2,present,7,5,0,11111000,3,3,7
LongNoteHead,3,2,present,7,5,1,11101100,6,6,11
LongNoteHead,3,2,present,7,5,1,11111000,3,3,5
LongNoteHead,3,2,present,7,5,2,10111100,3,3,4
LongNoteHead,3,2,present,7,5,2,11101100,1,1,0
LongNoteHead,3,2,present,7,5,3,11101100,1,1,1
LongNoteHead,3,2,present,7,5,3,11111000,5,5,1
LongNoteHead,3,2,present,7,5,4,11111000,1,1,0
LongNoteHead,3,2,present,7,6,0,10111110,5,3,12
LongNoteHead,3,2,present,7,6,0,11111100,7,7,15
LongNoteHead,3,2,present,7,6,1,10111110,4,4,0
LongNoteHead,3,2,present,7,6,1,11111100,32,32,46
LongNoteHead,3,2,present,7,6,2,10111110,1,1,0
LongNoteHead,3,2,present,7,6,3,10111110,1,1,0
LongNoteHead,3,2,present,7,6,3,11111100,6,6,8
LongNoteHead,3,2,present,7,6,5,11111100,1,1,0
LongNoteHead,3,2,present,7,7,1,11111110,2,2,4
LongNoteHead,3,2,present,7,7,2,11111110,2,2,0
LongNoteHead,3,2,present,7,7,3,11111110,2,2,1
LongNoteHead,3,2,present,7,7,4,11111110,2,2,0
LongNoteHead,3,2,present,7,8,0,11111111,1,0,3
LongNoteHead,3,2,present,7,8,3,11111111,4,4,0
LongNoteHead,3,2,present,7,8,4,11111111,2,2,0
LongNoteHead,3,2,present,7,8,5,11111111,4,4,0
LongNoteHead,3,2,present,7,8,6,11111111,6,6,0
LongNoteHead,3,2,present,7,8,7,11111111,10,10,0
LongNoteHead,3,2,present,8,1,0,10000000,71,69,0
LongNoteHead,3,2,present,8,2,0,10001000,21,19,11
LongNoteHead,3,2,present,8,2,0,10100000,25,21,18
LongNoteHead,3,2,present,8,2,0,11000000,59,51,32
LongNoteHead,3,2,present,8,2,1,10001000,3,3,0
LongNoteHead,3,2,present,8,2,1,10100000,3,3,0
LongNoteHead,3,2,present,8,2,1,11000000,58,58,0
LongNoteHead,3,2,present,8,3,0,10001100,16,16,20
LongNoteHead,3,2,present,8,3,0,10101000,19,17,15
LongNoteHead,3,2,present,8,3,0,10110000,12,11,18
LongNoteHead,3,2,present,8,3,0,11001000,19,15,25
LongNoteHead,3,2,present,8,3,0,11100000,22,20,27
LongNoteHead,3,2,present,8,3,1,10001100,1,1,0
LongNoteHead,3,2,present,8,3,1,10101000,2,2,1
LongNoteHead,3,2,present,8,3,1,10110000,1,1,0
LongNoteHead,3,2,present,8,3,1,11001000,23,23,8
LongNoteHead,3,2,present,8,3,1,11100000,13,13,9
LongNoteHead,3,2,present,8,3,2,11001000,4,4,0
LongNoteHead,3,2,present,8,3,2,11100000,6,6,0
LongNoteHead,3,2,present,8,4,0,10101100,12,11,16
LongNoteHead,3,2,present,8,4,0,10111000,2,2,2
LongNoteHead,3,2,present,8,4,0,11001100,10,9,12
LongNoteHead,3,2,present,8,4,0,11101000,16,16,18
LongNoteHead,3,2,present,8,4,0,11110000,9,9,12
LongNoteHead,3,2,present,8,4,1,10111000,1,1,0
LongNoteHead,3,2,present,8,4,1,11001100,9,9,9
LongNoteHead,3,2,present,8,4,1,11101000,17,17,11
LongNoteHead,3,2,present,8,4,1,11110000,10,10,7
LongNoteHead,3,2,present,8,4,2,11001100,3,3,1
LongNoteHead,3,2,present,8,4,2,11101000,6,6,2
LongNoteHead,3,2,present,8,4,2,11110000,3,3,1
LongNoteHead,3,2,present,8,4,3,11101000,4,4,0
LongNoteHead,3,2,present,8,4,3,11110000,6,6,0
LongNoteHead,3,2,present,8,5,0,10111100,13,13,26
LongNoteHead,3,2,present,8,5,0,11101100,13,12,17
LongNoteHead,3,2,present,8,5,0,11111000,6,6,10
LongNoteHead,3,2,present,8,5,1,11101100,16,16,15
LongNoteHead,3,2,present,8,5,1,11111000,13,13,17
LongNoteHead,3,2,present,8,5,2,10111100,2,2,2
LongNoteHead,3,2,present,8,5,2,11101100,2,2,1
LongNoteHead,3,2,present,8,5,2,11111000,5,5,0
LongNoteHead,3,2,present,8,5,3,11101100,5,5,0
LongNoteHead,3,2,present,8,5,3,11111000,3,3,1
LongNoteHead,3,2,present,8,5,4,11101100,1,1,0
LongNoteHead,3,2,present,8,5,4,11111000,4,4,0
LongNoteHead,3,2,present,8,6,0,10111110,2,2,2
LongNoteHead,3,2,present,8,6,0,11111100,9,9,16
LongNoteHead,3,2,present,8,6,1,10111110,2,2,0
LongNoteHead,3,2,present,8,6,1,11111100,17,17,25
LongNoteHead,3,2,present,8,6,2,11111100,3,3,4
LongNoteHead,3,2,present,8,6,3,10111110,1,1,0
LongNoteHead,3,2,present,8,6,4,11111100,1,1,0
LongNoteHead,3,2,present,8,6,5,10111110,2,2,0
LongNoteHead,3,2,present,8,7,0,11111110,8,8,12
LongNoteHead,3,2,present,8,7,1,11111110,1,1,1
LongNoteHead,3,2,present,8,7,4,11111110,4,4,0
LongNoteHead,3,2,present,8,7,5,11111110,2,2,1
LongNoteHead,3,2,present,8,8,4,11111111,2,2,0
LongNoteHead,3,2,present,8,8,5,11111111,7,7,0
LongNoteHead,3,2,present,8,8,6,11111111,21,21,0
LongNoteHead,3,2,present,8,8,7,11111111,12,12,0
LongNoteHead,3,2,present,9,1,0,10000000,57,54,0
LongNoteHead,3,2,present,9,2,0,10001000,18,17,13
LongNoteHead,3,2,present,9,2,0,10100000,17,15,12
LongNoteHead,3,2,present,9,2,0,11000000,53,51,28
LongNoteHead,3,2,present,9,2,1,10001000,5,5,0
LongNoteHead,3,2,present,9,2,1,10100000,1,1,0
LongNoteHead,3,2,present,9,2,1,11000000,31,31,0
LongNoteHead,3,2,present,9,3,0,10001100,5,5,5
LongNoteHead,3,2,present,9,3,0,10101000,7,6,9
LongNoteHead,3,2,present,9,3,0,10110000,11,10,17
LongNoteHead,3,2,present,9,3,0,11001000,13,12,17
LongNoteHead,3,2,present,9,3,0,11100000,21,19,20
LongNoteHead,3,2,present,9,3,1,10101000,2,2,1
LongNoteHead,3,2,present,9,3,1,10110000,2,2,0
LongNoteHead,3,2,present,9,3,1,11001000,14,14,5
LongNoteHead,3,2,present,9,3,1,11100000,13,13,7
LongNoteHead,3,2,present,9,3,2,10001100,1,1,0
LongNoteHead,3,2,present,9,3,2,11001000,4,4,0
LongNoteHead,3,2,present,9,3,2,11100000,2,2,0
LongNoteHead,3,2,present,9,4,0,10101100,9,9,10
LongNoteHead,3,2,present,9,4,0,10111000,2,2,3
LongNoteHead,3,2,present,9,4,0,11001100,7,7,9
LongNoteHead,3,2,present,9,4,0,11101000,13,12,15
LongNoteHead,3,2,present,9,4,0,11110000,5,5,11
LongNoteHead,3,2,present,9,4,1,10101100,1,1,0
LongNoteHead,3,2,present,9,4,1,10111000,3,3,1
LongNoteHead,3,2,present,9,4,1,11001100,5,5,5
LongNoteHead,3,2,present,9,4,1,11101000,12,12,5
LongNoteHead,3,2,present,9,4,1,11110000,2,2,4
LongNoteHead,3,2,present,9,4,2,10101100,1,1,1
LongNoteHead,3,2,present,9,4,2,11001100,3,3,0
LongNoteHead,3,2,present,9,4,2,11101000,17,17,8
LongNoteHead,3,2,present,9,4,2,11110000,2,2,0
LongNoteHead,3,2,present,9,4,3,10101100,1,1,0
LongNoteHead,3,2,present,9,4,3,11001100,2,2,0
LongNoteHead,3,2,present,9,4,3,11101000,5,5,0
LongNoteHead,3,2,present,9,4,3,11110000,2,2,0
LongNoteHead,3,2,present,9,5,0,10111100,2,2,3
LongNoteHead,3,2,present,9,5,0,11101100,14,14,26
LongNoteHead,3,2,present,9,5,0,11111000,2,1,4
LongNoteHead,3,2,present,9,5,1,11101100,5,5,4
LongNoteHead,3,2,present,9,5,1,11111000,7,7,8
LongNoteHead,3,2,present,9,5,2,11101100,1,1,0
LongNoteHead,3,2,present,9,5,2,11111000,8,8,0
LongNoteHead,3,2,present,9,5,3,11111000,11,11,0
LongNoteHead,3,2,present,9,5,4,11111000,1,1,0
LongNoteHead,3,2,present,9,6,0,10111110,3,3,10
LongNoteHead,3,2,present,9,6,0,11111100,5,5,17
LongNoteHead,3,2,present,9,6,1,11111100,4,4,4
LongNoteHead,3,2,present,9,6,2,11111100,2,2,1
LongNoteHead,3,2,present,9,6,3,11111100,1,1,0
LongNoteHead,3,2,present,9,7,0,11111110,2,2,0
LongNoteHead,3,2,present,9,7,1,11111110,6,6,10
LongNoteHead,3,2,present,9,7,4,11111110,1,1,0
LongNoteHead,3,2,present,9,7,5,11111110,1,1,0
LongNoteHead,3,2,present,9,8,4,11111111,2,2,0
LongNoteHead,3,2,present,9,8,5,11111111,31,31,0
LongNoteHead,3,2,present,9,8,6,11111111,7,7,0
LongNoteHead,3,2,present,9,8,7,11111111,10,10,0
LongNoteHead,4,3,absent,0,0,0,00000000,13,0,0
LongNoteHead,4,3,absent,1,1,0,10000000,22,0,22
LongNoteHead,4,3,absent,1,1,1,10000000,3,0,0
LongNoteHead,4,3,absent,1,2,0,10001000,1,0,2
LongNoteHead,4,3,absent,1,2,0,11000000,4,0,8
LongNoteHead,4,3,absent,1,2,2,10001000,1,0,0
LongNoteHead,4,3,absent,1,2,2,11000000,2,0,0
LongNoteHead,4,3,absent,1,3,0,11001000,1,0,3
