family_key,relative_path,key_count,method_id,parameter_set_id,state,boundaries,regions,no_boundary
"BUTAOTOME | HAKANAKI MONO NINGEN | YUEAST 2018","20260906-131826-08255ad9b6104a4bac32bcbc4a445ed5/BUTAOTOME - Hakanaki Mono Ningen (YuEast 2018) [fake].osu",4,"stable-run-boundary.1","min-run-2",ProposedRegions,5,6,false
"BUTAOTOME | HAKANAKI MONO NINGEN | YUEAST 2018","20260906-131826-08255ad9b6104a4bac32bcbc4a445ed5/BUTAOTOME - Hakanaki Mono Ningen (YuEast 2018) [fake].osu",4,"stable-run-boundary.1","min-run-3",ProposedRegions,1,2,false
"A-ONE | SIDE BY SIDE | KURISU MAKISE","20260906-131904-f5a5b697431649b9bf70ce8289507356/A-One - Side by Side (Kurisu Makise) [Lunatic].osu",10,"stable-run-boundary.1","min-run-2",ProposedRegions,65,66,false
"A-ONE | SIDE BY SIDE | KURISU MAKISE","20260906-131904-f5a5b697431649b9bf70ce8289507356/A-One - Side by Side (Kurisu Makise) [Lunatic].osu",10,"stable-run-boundary.1","min-run-3",ProposedRegions,23,24,false
"-45 | MIDORIGO QUEEN BEE | ITZBENJA616","20260906-131925-932f92eec34b42a0bbe1ef0b2ede4d5c/-45 - Midorigo Queen Bee (ItzBenja616) [Sooth].osu",7,"stable-run-boundary.1","min-run-2",ProposedRegions,7,8,false
"-45 | MIDORIGO QUEEN BEE | ITZBENJA616","20260906-131925-932f92eec34b42a0bbe1ef0b2ede4d5c/-45 - Midorigo Queen Bee (ItzBenja616) [Sooth].osu",7,"stable-run-boundary.1","min-run-3",ProposedRegions,2,3,false
"KIKUO | KARA KARA KARA NO KARA | XNETT","20260906-131946-3dda05e77fb04c549bcf02b2d695642f/Kikuo - Kara Kara Kara no Kara (xNett) [Karanival!].osu",7,"stable-run-boundary.1","min-run-2",ProposedRegions,49,50,false
"KIKUO | KARA KARA KARA NO KARA | XNETT","20260906-131946-3dda05e77fb04c549bcf02b2d695642f/Kikuo - Kara Kara Kara no Kara (xNett) [Karanival!].osu",7,"stable-run-boundary.1","min-run-3",ProposedRegions,6,7,false
"NMK&WATHUE | CELESTIAL AXES | WONKI","20260906-132052-e0a90265f66f4602a029ae018f756893/nmk&wathue - Celestial Axes (Wonki) [Insane].osu",7,"stable-run-boundary.1","min-run-2",ProposedRegions,24,25,false
"NMK&WATHUE | CELESTIAL AXES | WONKI","20260906-132052-e0a90265f66f4602a029ae018f756893/nmk&wathue - Celestial Axes (Wonki) [Insane].osu",7,"stable-run-boundary.1","min-run-3",ProposedRegions,8,9,false
"SAMFREE FT. SF-A2 MIKI | MIKIMIKI ROMANTIC NIGHT | NANANANA","20260906-132115-f5b43f7ecd4c4b3c85e2a5b98daa23ae/Samfree ft. SF-A2 Miki - MikiMiki Romantic Night (Nananana) [Miki Dance].osu",7,"stable-run-boundary.1","min-run-2",ProposedRegions,27,28,false
"SAMFREE FT. SF-A2 MIKI | MIKIMIKI ROMANTIC NIGHT | NANANANA","20260906-132115-f5b43f7ecd4c4b3c85e2a5b98daa23ae/Samfree ft. SF-A2 Miki - MikiMiki Romantic Night (Nananana) [Miki Dance].osu",7,"stable-run-boundary.1","min-run-3",ProposedRegions,7,8,false
"AKATSUKI RECORDS | MIZUIRO RAINDROP | [GB]V1DO","20260906-132131-824fc52bd41e4a9186d385ad3f715838/Akatsuki Records - Mizuiro Raindrop ([GB]V1do) [Lunat1c (Cut ver.)].osu",4,"stable-run-boundary.1","min-run-2",ProposedRegions,26,27,false
"AKATSUKI RECORDS | MIZUIRO RAINDROP | [GB]V1DO","20260906-132131-824fc52bd41e4a9186d385ad3f715838/Akatsuki Records - Mizuiro Raindrop ([GB]V1do) [Lunat1c (Cut ver.)].osu",4,"stable-run-boundary.1","min-run-3",ProposedRegions,20,21,false
