transition_kind,exact_gap_beats,local_state,final_action,resolutions
TapHeadToTapHead,1.12483333333333408322222223,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.12483333333333408322222223,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.1248333333333340832222223,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.125666666666665541,AmbiguousEvidence,SkipLocalAmbiguity,13
TapHeadToTapHead,1.12606666666666711709333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.12613333333333445946666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.1263333333333338965,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.12633333333333389650,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.12710000000000011271,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.1274999999999988725,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.1276666666666674184444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.12766666666666741844444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.15039999999999978256000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.1645000000000007763333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16453333333333302279111111,AmbiguousEvidence,SkipLocalAmbiguity,14
TapHeadToTapHead,1.164533333333333022791111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.164533333333333022791111112,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.16453333333333302279111112,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16596666666666713305333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16599999999999883400,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.16599999999999883400,AmbiguousEvidence,SkipLocalAmbiguity,79
TapHeadToTapHead,1.16630000000000058315,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.16656666666666658889555555,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.16656666666666658889555556,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16666666666666550000000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16676666666666565546888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16724999999999961091666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.1673333333333341115555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16733333333333411155555555,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.16733333333333411155555556,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.1673333333333341115555556,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.16746666666666635534222222,AmbiguousEvidence,SkipLocalAmbiguity,20
TapHeadToTapHead,1.167466666666666355342222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16746666666666635534222223,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.16746666666666635534222223,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToTapHead,1.16760000000000046704000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.16818333333333380060666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.16874999999999883125,AmbiguousEvidence,SkipLocalAmbiguity,20
TapHeadToTapHead,1.169666666666665497,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.1699333333333339183,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.18591666666666714103333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.18591666666666714103333333,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.24666666666666542,AmbiguousEvidence,SkipLocalAmbiguity,30
TapHeadToTapHead,1.24700000000000094754000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.24798333333333383252666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.24799999999999875200000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.24826666666666806056444445,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.24833333333333208500000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.24849999999999875150,AmbiguousEvidence,SkipLocalAmbiguity,152
TapHeadToTapHead,1.24885000000000114911750000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.24913333333333458246666666,AmbiguousEvidence,SkipLocalAmbiguity,47
TapHeadToTapHead,1.249133333333334582466666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.249133333333334582466666666,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToTapHead,1.249133333333334582466666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.249133333333334582466666667,AmbiguousEvidence,SkipLocalAmbiguity,19
TapHeadToTapHead,1.24913333333333458246666667,AmbiguousEvidence,SkipLocalAmbiguity,65
TapHeadToTapHead,1.24941666666666625019444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.249500000000000124950,AmbiguousEvidence,SkipLocalAmbiguity,171
TapHeadToTapHead,1.24950000000000083300000000,AmbiguousEvidence,SkipLocalAmbiguity,59
TapHeadToTapHead,1.24950000000000137445000000,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.24959999999999966677333333,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.24959999999999966677333333,AmbiguousEvidence,SkipLocalAmbiguity,25
TapHeadToTapHead,1.249599999999999666773333333,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.2495999999999996667733333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.249599999999999666773333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.249599999999999666773333334,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToTapHead,1.24959999999999966677333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.24959999999999966677333334,AmbiguousEvidence,SkipLocalAmbiguity,16
TapHeadToTapHead,1.24966666666666820792222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.2497333333333320836,AmbiguousEvidence,SkipLocalAmbiguity,72
TapHeadToTapHead,1.24986666666666729160,AmbiguousEvidence,SkipLocalAmbiguity,99
TapHeadToTapHead,1.24996666666666541670000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25020000000000050008,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.250200000000000500080000000,AmbiguousEvidence,SkipLocalAmbiguity,14
TapHeadToTapHead,1.250333333333332083,AmbiguousEvidence,SkipLocalAmbiguity,302
TapHeadToTapHead,1.25059999999999874940000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25083333333333324994444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25124999999999874875,AmbiguousEvidence,SkipLocalAmbiguity,149
TapHeadToTapHead,1.25183333333333291605555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25186666666666791853333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25186666666666791853333333,AmbiguousEvidence,SkipLocalAmbiguity,27
TapHeadToTapHead,1.251866666666667918533333333,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.251866666666667918533333333,AmbiguousEvidence,SkipLocalAmbiguity,8
TapHeadToTapHead,1.25186666666666791853333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.25186666666666791853333334,AmbiguousEvidence,SkipLocalAmbiguity,13
TapHeadToTapHead,1.252050000000000125205,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.252050000000000125205,AmbiguousEvidence,SkipLocalAmbiguity,47
TapHeadToTapHead,1.2523333333333341682222222,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.2523333333333341682222222,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.25233333333333416822222222,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.2523333333333341682222223,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25253333333333299932444444,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.25253333333333299932444444,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.252533333333332999324444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.252533333333332999324444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.25253333333333299932444445,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.2527666666666654139,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.25350000000000062675,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.25350000000000062675,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToTapHead,1.3103999999999986896,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.31070000000000013107,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.31226666666666719157333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.31226666666666719157333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.3298000000000006649,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33000000000000037716000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33003333333333206988222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33099999999999866900,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.33099999999999866900,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToTapHead,1.3316666666666675544444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33166666666666755444444444,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.33166666666666755444444444,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToTapHead,1.33166666666666755444444445,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.33173333333333297820444444,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.33173333333333297820444444,AmbiguousEvidence,SkipLocalAmbiguity,8
TapHeadToTapHead,1.331733333333332978204444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33173333333333297820444445,AmbiguousEvidence,SkipLocalAmbiguity,11
TapHeadToTapHead,1.33221666666666719955333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33343333333333400005,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.33355000000000027186333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33374999999999866625,AmbiguousEvidence,SkipLocalAmbiguity,62
TapHeadToTapHead,1.33450000000000088966666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.33450000000000088966666666,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.33450000000000088966666667,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.33450000000000088966666667,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToTapHead,1.334666666666665332,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.33466666666666631075555555,AmbiguousEvidence,SkipLocalAmbiguity,11
TapHeadToTapHead,1.334666666666666310755555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.334666666666666310755555556,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.33466666666666631075555556,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.33466666666666631075555556,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.37340000000000068670,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.37416666666666758277777778,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.3741666666666675827777778,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.374450000000000137445,LocalMismatch,SkipLocalMismatch,7
TapHeadToTapHead,1.374450000000000137445,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToTapHead,1.37486666666666804153333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.374866666666668041533333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.37486666666666804153333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.3749999999999986250,LocalMismatch,SkipLocalMismatch,5
TapHeadToTapHead,1.37499999999999862500,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.377000000000000137700,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.37703333333333402185,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.415333333333331918,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.41624999999999858375,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.41624999999999858375,AmbiguousEvidence,SkipLocalAmbiguity,29
TapHeadToTapHead,1.41899999999999858100,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4365000000000009576666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.43733333333333295004444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.43861666666666724211333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4393333333333342928888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.44026666666666628259555556,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.471350000000000147135,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4969333333333340818,AmbiguousEvidence,SkipLocalAmbiguity,49
TapHeadToTapHead,1.49695000000000059878000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.49695000000000134722000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.49786666666666816453333333,AmbiguousEvidence,SkipLocalAmbiguity,20
TapHeadToTapHead,1.497866666666668164533333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.497866666666668164533333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.49786666666666816453333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.49786666666666816453333334,AmbiguousEvidence,SkipLocalAmbiguity,10
TapHeadToTapHead,1.49803333333333190188222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.49810000000000119867500000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4984666666666651682,AmbiguousEvidence,SkipLocalAmbiguity,79
TapHeadToTapHead,1.49846666666666726605333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.498466666666667266053333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.498466666666667266053333333,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToTapHead,1.498466666666667266053333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.49846666666666726605333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.49874999999999850125,AmbiguousEvidence,SkipLocalAmbiguity,245
TapHeadToTapHead,1.49881666666666726619333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4988333333333343325555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4988333333333343325555555,AmbiguousEvidence,SkipLocalAmbiguity,17
TapHeadToTapHead,1.49883333333333433255555555,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.49883333333333433255555555,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.49883333333333433255555556,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.49883333333333433255555556,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.4988333333333343325555556,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.4988333333333343325555556,AmbiguousEvidence,SkipLocalAmbiguity,19
TapHeadToTapHead,1.49893333333333293361777777,LocalMismatch,SkipLocalMismatch,5
TapHeadToTapHead,1.49893333333333293361777777,AmbiguousEvidence,SkipLocalAmbiguity,11
TapHeadToTapHead,1.498933333333332933617777777,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.498933333333332933617777777,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToTapHead,1.4989333333333329336177777777,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4989333333333329336177777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.4989333333333329336177777779,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.498933333333332933617777778,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.498933333333332933617777778,AmbiguousEvidence,SkipLocalAmbiguity,12
TapHeadToTapHead,1.49893333333333293361777778,AmbiguousEvidence,SkipLocalAmbiguity,54
TapHeadToTapHead,1.499400000000000149940,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.499400000000000149940,AmbiguousEvidence,SkipLocalAmbiguity,86
TapHeadToTapHead,1.49940000000000164934000000,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.49960000000000059984000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.499666666666665167,AmbiguousEvidence,SkipLocalAmbiguity,291
TapHeadToTapHead,1.49983333333333323420000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.49993333333333430829000000,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.49993333333333500825888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.49998333333333393332666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.500000000000001500,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.500000000000001500,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToTapHead,1.50033333333333183300000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.50056666666666741695,AmbiguousEvidence,SkipLocalAmbiguity,233
TapHeadToTapHead,1.5006000000000015006000000000,AmbiguousEvidence,SkipLocalAmbiguity,130
TapHeadToTapHead,1.50068333333333393360666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.500683333333333933606666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.500683333333333933606666667,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.500683333333333933606666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.50068333333333393360666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.50068333333333393360666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.50149999999999849850,AmbiguousEvidence,SkipLocalAmbiguity,273
TapHeadToTapHead,1.5016666666666676677777777,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.50166666666666766777777777,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.50166666666666766777777777,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.50166666666666766777777778,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.50166666666666766777777778,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToTapHead,1.5016666666666676677777778,LocalMismatch,SkipLocalMismatch,5
TapHeadToTapHead,1.5016666666666676677777778,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToTapHead,1.50186666666666626616888888,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.501866666666666266168888886,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.501866666666666266168888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.5018666666666662661688888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.501866666666666266168888889,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.501866666666666266168888889,AmbiguousEvidence,SkipLocalAmbiguity,12
TapHeadToTapHead,1.50186666666666626616888889,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.50186666666666626616888889,AmbiguousEvidence,SkipLocalAmbiguity,23
TapHeadToTapHead,1.501950000000000150195,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.501950000000000150195,AmbiguousEvidence,SkipLocalAmbiguity,19
TapHeadToTapHead,1.50333333333333183,AmbiguousEvidence,SkipLocalAmbiguity,25
TapHeadToTapHead,1.53999999999999846000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.53999999999999846000,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.54274999999999845725,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.54274999999999845725,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.5611666666666677074444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.5640000000000010426666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.5810000000000010540000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.58270000000000063308,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.5838333333333343892222223,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.583999999999998416,LocalMismatch,SkipLocalMismatch,5
TapHeadToTapHead,1.6046333333333317287,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.6235000000000010823333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.62410000000000081205,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.624350000000000162435,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.62481666666666731659333333,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.6258666666666650408,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.62633333333333441755555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.62633333333333441755555556,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.626900000000000162690,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.664666666666665002,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66599999999999833400000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.6660000000000011106666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66600000000000111066666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66600000000000111066666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.6660000000000011106666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66649999999999833350,AmbiguousEvidence,SkipLocalAmbiguity,42
TapHeadToTapHead,1.66770000000000083385,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.668333333333331665,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.66883333333333444588888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66906666666666622158222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66906666666666622158222223,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.66924999999999833075,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.68688333333333400808666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.70774999999999829225,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToTapHead,1.746750000000000174675,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.7471999999999982528,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.74763333333333420715,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.74763333333333420715,AmbiguousEvidence,SkipLocalAmbiguity,15
TapHeadToTapHead,1.7481666666666678321111111,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.7481666666666678321111111,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.74816666666666783211111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.74826666666666620046222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.74826666666666620046222222,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.748266666666666200462222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.748950000000000699580000000,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.74895000000000069958,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.748999999999998251,AmbiguousEvidence,SkipLocalAmbiguity,171
TapHeadToTapHead,1.749000000000001749,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.749000000000001749,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToTapHead,1.74930000000000017493,LocalMismatch,SkipLocalMismatch,5
TapHeadToTapHead,1.749300000000000174930,AmbiguousEvidence,SkipLocalAmbiguity,49
TapHeadToTapHead,1.74933333333333508266666666,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.74933333333333508266666666,AmbiguousEvidence,SkipLocalAmbiguity,9
TapHeadToTapHead,1.749333333333335082666666666,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.749333333333335082666666666,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.749333333333335082666666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.749333333333335082666666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.74933333333333508266666667,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.74933333333333508266666667,AmbiguousEvidence,SkipLocalAmbiguity,9
TapHeadToTapHead,1.7502333333333315831,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.7502333333333315831,AmbiguousEvidence,SkipLocalAmbiguity,28
TapHeadToTapHead,1.75100000000000116733333330,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.7510000000000011673333333,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.75100000000000116733333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.75100000000000116733333333,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.75100000000000116733333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.7510000000000011673333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.7510000000000011673333334,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToTapHead,1.75119999999999953301333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.75119999999999953301333333,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.751199999999999533013333333,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.7512666666666675423,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.7512666666666675423,AmbiguousEvidence,SkipLocalAmbiguity,16
TapHeadToTapHead,1.75160000000000195595333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.75174999999999824825,AmbiguousEvidence,SkipLocalAmbiguity,69
TapHeadToTapHead,1.751850000000000175185,LocalMismatch,SkipLocalMismatch,3
TapHeadToTapHead,1.751850000000000175185,AmbiguousEvidence,SkipLocalAmbiguity,12
TapHeadToTapHead,1.752000000000001752,LocalMismatch,SkipLocalMismatch,1
TapHeadToTapHead,1.75206666666666841873333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.752066666666668418733333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToTapHead,1.75206666666666841873333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToTapHead,1.75206666666666841873333334,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToTapHead,1.752666666666664914,LocalMismatch,SkipLocalMismatch,2
