transition_kind,exact_gap_beats,local_state,final_action,resolutions
TapHeadToLongNoteHead,0.250483333333333433526666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.250483333333333433526666667,AmbiguousEvidence,SkipLocalAmbiguity,14
TapHeadToLongNoteHead,0.25048333333333343352666667,AmbiguousEvidence,SkipLocalAmbiguity,23
TapHeadToLongNoteHead,0.2521666666666668347777777,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.25216666666666683477777777,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToLongNoteHead,0.25216666666666683477777778,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.25216666666666683477777778,AmbiguousEvidence,SkipLocalAmbiguity,22
TapHeadToLongNoteHead,0.2521666666666668347777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.2521666666666668347777778,AmbiguousEvidence,SkipLocalAmbiguity,13
TapHeadToLongNoteHead,0.252450000000000025245,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.31166666666666687444444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.31166666666666687444444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.31255000000000012502000000,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.33150000000000022100000000,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.33150000000000022100000000,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.33250000000000013300000000,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.3343333333333335562222222,LocalMismatch,SkipLocalMismatch,5
TapHeadToLongNoteHead,0.3343333333333335562222222,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.3343333333333335562222223,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.37253333333333323399111111,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.37400000000000024933333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.37400000000000024933333333,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.37400000000000024933333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.37461666666666681651333333,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.37461666666666681651333333,AmbiguousEvidence,SkipLocalAmbiguity,8
TapHeadToLongNoteHead,0.374616666666666816513333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.374616666666666816513333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.37461666666666681651333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.37461666666666681651333334,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToLongNoteHead,0.374850000000000037485,AmbiguousEvidence,SkipLocalAmbiguity,14
TapHeadToLongNoteHead,0.37546666666666656654222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.37546666666666656654222222,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.37546666666666656654222223,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.37546666666666656654222223,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.37683333333333348406666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.376833333333333484066666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.37683333333333348406666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.37683333333333358455555555,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.37683333333333358455555556,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.37683333333333358455555556,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.37740000000000003774,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.38250000000000003825,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.382500000000000038250,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.39950000000000026633333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.400350000000000040035,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.40290000000000004029,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.41650000000000027766666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.41933333333333361288888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.4363333333333336242222222,AmbiguousEvidence,SkipLocalAmbiguity,15
TapHeadToLongNoteHead,0.43633333333333362422222222,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.43633333333333362422222222,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.4363333333333336242222223,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.43668333333333350800666666,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.43668333333333350800666666,AmbiguousEvidence,SkipLocalAmbiguity,12
TapHeadToLongNoteHead,0.43668333333333350800666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.43668333333333350800666667,AmbiguousEvidence,SkipLocalAmbiguity,21
TapHeadToLongNoteHead,0.43706666666666655011555555,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.43706666666666655011555556,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.43706666666666655011555556,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.43890000000000017556000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.43890000000000017556000000,AmbiguousEvidence,SkipLocalAmbiguity,24
TapHeadToLongNoteHead,0.4391666666666669594444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.4391666666666669594444444,AmbiguousEvidence,SkipLocalAmbiguity,10
TapHeadToLongNoteHead,0.43916666666666695944444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.43916666666666695944444445,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.4391666666666669594444445,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.4391666666666669594444445,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,0.43999999999999988266666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.43999999999999988266666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.498000000000000498,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.498000000000000498,AmbiguousEvidence,SkipLocalAmbiguity,22
TapHeadToLongNoteHead,0.49866666666666653368888888,AmbiguousEvidence,SkipLocalAmbiguity,56
TapHeadToLongNoteHead,0.498666666666666533688888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.498666666666666533688888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.49866666666666653368888889,AmbiguousEvidence,SkipLocalAmbiguity,492
TapHeadToLongNoteHead,0.4986666666666669991111111,AmbiguousEvidence,SkipLocalAmbiguity,32
TapHeadToLongNoteHead,0.49866666666666699911111111,AmbiguousEvidence,SkipLocalAmbiguity,69
TapHeadToLongNoteHead,0.49866666666666699911111112,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.49866666666666699911111112,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,0.4986666666666669991111112,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.498750000000000199500000000,AmbiguousEvidence,SkipLocalAmbiguity,91
TapHeadToLongNoteHead,0.49910000000000019964000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.49933333333333283400000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.49980000000000004998,AmbiguousEvidence,SkipLocalAmbiguity,142
TapHeadToLongNoteHead,0.5002000000000005002,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.5004999999999994995,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.5004999999999994995,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.50096666666666686705333333,AmbiguousEvidence,SkipLocalAmbiguity,79
TapHeadToLongNoteHead,0.500966666666666867053333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.500966666666666867053333333,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.500966666666666867053333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.500966666666666867053333334,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.50096666666666686705333334,AmbiguousEvidence,SkipLocalAmbiguity,36
TapHeadToLongNoteHead,0.501000000000000501,AmbiguousEvidence,SkipLocalAmbiguity,70
TapHeadToLongNoteHead,0.5014000000000002507,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.5015000000000003343333333,AmbiguousEvidence,SkipLocalAmbiguity,38
TapHeadToLongNoteHead,0.50150000000000033433333333,AmbiguousEvidence,SkipLocalAmbiguity,41
TapHeadToLongNoteHead,0.50150000000000033433333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.50150000000000033433333334,AmbiguousEvidence,SkipLocalAmbiguity,24
TapHeadToLongNoteHead,0.5015000000000003343333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.5015000000000003343333334,AmbiguousEvidence,SkipLocalAmbiguity,14
TapHeadToLongNoteHead,0.50159999999999986624,AmbiguousEvidence,SkipLocalAmbiguity,474
TapHeadToLongNoteHead,0.50166666666666616500000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.502350000000000050235,AmbiguousEvidence,SkipLocalAmbiguity,9
TapHeadToLongNoteHead,0.553350000000000055335,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.55590000000000005559,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.56081666666666689099333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.56100000000000037400000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.56303333333333355854666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.56303333333333355854666666,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.56303333333333355854666667,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.56319999999999984981333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.56319999999999984981333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.58298333333333356652666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.58366666666666705577777777,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.59783333333333373188888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.60066666666666706711111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.6035000000000004023333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.61766666666666707844444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.62333333333333374888888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.62333333333333374888888889,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.6233333333333337488888889,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.624750000000000062475,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.624750000000000062475,AmbiguousEvidence,SkipLocalAmbiguity,10
TapHeadToLongNoteHead,0.62479999999999983338666667,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.62510000000000025004000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.625100000000000250040000000,AmbiguousEvidence,SkipLocalAmbiguity,21
TapHeadToLongNoteHead,0.62616666666666708411111111,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.62616666666666708411111111,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,0.62616666666666708411111112,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.62730000000000006273,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.66503333333333275697111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.6658333333333337772222222,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.6658333333333337772222222,AmbiguousEvidence,SkipLocalAmbiguity,8
TapHeadToLongNoteHead,0.66583333333333377722222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.6658333333333337772222223,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.6658333333333337772222223,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.66721666666666693355333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.66721666666666693355333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.66739999999999942158666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.6686666666666671124444444,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.66866666666666711244444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.6686666666666671124444445,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.6856666666666671237777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.68716666666666694153333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.68716666666666694153333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.68850000000000045900000000,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.68933333333333314951111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.69983333333333379988888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.70890000000000007089,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.74516666666666716344444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.74799999999999980053333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.74799999999999980053333333,AmbiguousEvidence,SkipLocalAmbiguity,28
TapHeadToLongNoteHead,0.74799999999999980053333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.74799999999999980053333334,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.7480000000000004986666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.7480000000000004986666666,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.74800000000000049866666666,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.74800000000000049866666666,AmbiguousEvidence,SkipLocalAmbiguity,4
TapHeadToLongNoteHead,0.74800000000000049866666667,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.74800000000000049866666667,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToLongNoteHead,0.7480000000000004986666667,LocalMismatch,SkipLocalMismatch,5
TapHeadToLongNoteHead,0.7480000000000004986666667,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,0.7484666666666670409,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.7492333333333325841,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.7492333333333325841,AmbiguousEvidence,SkipLocalAmbiguity,10
TapHeadToLongNoteHead,0.74923333333333363302666666,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.74923333333333363302666666,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,0.749233333333333633026666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.749233333333333633026666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.74923333333333363302666667,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.74923333333333363302666667,AmbiguousEvidence,SkipLocalAmbiguity,15
TapHeadToLongNoteHead,0.749700000000000074970,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.74970000000000007497,AmbiguousEvidence,SkipLocalAmbiguity,46
TapHeadToLongNoteHead,0.74980000000000029992000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.750000000000000750,AmbiguousEvidence,SkipLocalAmbiguity,43
TapHeadToLongNoteHead,0.7508333333333338338888888,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.75083333333333383388888888,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.75083333333333383388888889,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.75083333333333383388888889,AmbiguousEvidence,SkipLocalAmbiguity,28
TapHeadToLongNoteHead,0.7508333333333338338888889,AmbiguousEvidence,SkipLocalAmbiguity,21
TapHeadToLongNoteHead,0.75093333333333313308444444,AmbiguousEvidence,SkipLocalAmbiguity,37
TapHeadToLongNoteHead,0.75093333333333313308444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.75093333333333313308444445,AmbiguousEvidence,SkipLocalAmbiguity,28
TapHeadToLongNoteHead,0.75145000000000030058,AmbiguousEvidence,SkipLocalAmbiguity,21
TapHeadToLongNoteHead,0.75210000000000037605,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.752250000000000075225,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.752250000000000075225,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToLongNoteHead,0.7522666666666659144,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.7706666666666671804444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.79900000000000053266666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.81130000000000032452000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.8131666666666672087777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.8330000000000005553333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.8330000000000005553333334,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.83346666666666700005333333,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.834000000000000834,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.87336666666666701601333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.87413333333333310023111111,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.87413333333333310023111112,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.874650000000000087465,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.874650000000000087465,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.87550000000000058366666666,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.87550000000000058366666667,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.87550000000000058366666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.875583333333333683566666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.87558333333333368356666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.87720000000000008772,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.918000000000000918,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.9350000000000006233333333,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.9350000000000006233333333,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToLongNoteHead,0.9350000000000006233333334,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.9350000000000006233333334,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,0.93765000000000037506,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.93765000000000037506,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToLongNoteHead,0.9378333333333339585555555,AmbiguousEvidence,SkipLocalAmbiguity,37
TapHeadToLongNoteHead,0.9378333333333339585555556,AmbiguousEvidence,SkipLocalAmbiguity,53
TapHeadToLongNoteHead,0.93866666666666641635555555,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99450000000000066300000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99733333333333306737777777,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.997333333333333067377777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99733333333333306737777778,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99733333333333306737777778,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToLongNoteHead,0.9973333333333339982222222,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.99733333333333399822222222,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,0.99766666666666766433333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.9979666666666656687,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.9979666666666656687,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToLongNoteHead,0.99820000000000039928000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99873333333333246776444444,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.999000000000000999,AmbiguousEvidence,SkipLocalAmbiguity,22
TapHeadToLongNoteHead,0.99916666666666716625,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.99960000000000009996,AmbiguousEvidence,SkipLocalAmbiguity,32
TapHeadToLongNoteHead,0.99971666666666706655333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99971666666666706655333333,AmbiguousEvidence,SkipLocalAmbiguity,27
TapHeadToLongNoteHead,0.999716666666667066553333333,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,0.9997166666666670665533333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.999716666666667066553333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,0.99971666666666706655333334,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,0.99971666666666706655333334,AmbiguousEvidence,SkipLocalAmbiguity,8
TapHeadToLongNoteHead,1.0001666666666673334444444,AmbiguousEvidence,SkipLocalAmbiguity,32
TapHeadToLongNoteHead,1.00016666666666733344444444,LocalMismatch,SkipLocalMismatch,4
TapHeadToLongNoteHead,1.00016666666666733344444444,AmbiguousEvidence,SkipLocalAmbiguity,5
TapHeadToLongNoteHead,1.00016666666666733344444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.00016666666666733344444445,AmbiguousEvidence,SkipLocalAmbiguity,6
TapHeadToLongNoteHead,1.0001666666666673334444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.0001666666666673334444445,AmbiguousEvidence,SkipLocalAmbiguity,23
TapHeadToLongNoteHead,1.00026666666666639992888888,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,1.00026666666666639992888888,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToLongNoteHead,1.000266666666666399928888889,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.000266666666666399928888889,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,1.00026666666666639992888889,AmbiguousEvidence,SkipLocalAmbiguity,97
TapHeadToLongNoteHead,1.0004000000000010004,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,1.0004000000000010004,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,1.00050000000000040020000000,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,1.00099999999999899900000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.0009999999999989990,AmbiguousEvidence,SkipLocalAmbiguity,34
TapHeadToLongNoteHead,1.00109999999999913238000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.00193333333333373410666666,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,1.00193333333333373410666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.00193333333333373410666667,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,1.002000000000001002,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.002000000000001002,AmbiguousEvidence,SkipLocalAmbiguity,7
TapHeadToLongNoteHead,1.002150000000000100215,LocalMismatch,SkipLocalMismatch,5
TapHeadToLongNoteHead,1.002150000000000100215,AmbiguousEvidence,SkipLocalAmbiguity,3
TapHeadToLongNoteHead,1.0028000000000005014,LocalMismatch,SkipLocalMismatch,2
TapHeadToLongNoteHead,1.0200000000000001020,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.06178333333333375804666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.06178333333333375804666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.0625000000000007083333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.07100000000000010710,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.08173333333333376602666667,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.08395000000000043358000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.086000000000001086,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.1021666666666674014444445,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.104150000000000110415,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.1050000000000007366666666,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.109250000000000110925,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.11180000000000011118,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.123850000000000449540000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.124550000000000112455,LocalMismatch,SkipLocalMismatch,3
TapHeadToLongNoteHead,1.1248333333333340832222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.12483333333333408322222222,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.12483333333333408322222222,AmbiguousEvidence,SkipLocalAmbiguity,2
TapHeadToLongNoteHead,1.12606666666666711709333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.16433333333333216900000000,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.1645000000000007763333334,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.16596666666666713305333333,LocalMismatch,SkipLocalMismatch,1
TapHeadToLongNoteHead,1.167000000000001167,LocalMismatch,SkipLocalMismatch,1
