stage,status,reason,old_outputs_available,raw_control_reproduced,raw_treatment_reproduced,attributable_results_published,outcome
"historical_forensic_attribution","HARD_ABORT","Prototype inferred LegacyIntroduced from snapshot absence without causal mutation provenance; frozen contract requires proven provenance or Unattributable",true,200,171,false,"C"
