family_key,relative_path,version,key_count,charts,objects,ln_targets,exact_head_groups,one_ln_groups,multiple_ln_same_release_groups,multiple_ln_different_release_groups,mixed_object_type_groups,multi_ln_groups,one_endpoint_groups,competing_endpoint_groups,relations,independent_relation_witnesses,repeated_relations,repeated_relation_witnesses,comparable_targets,target_endpoint_supported,uniquely_supported,supported_among_competing,no_comparable,structural_twins,structural_twins_supported,c11_unique_worsened,c11_unique_worsened_supported,micro_comparable_rate,micro_supported_all_rate,micro_supported_comparable_rate,relation_model_elapsed_ms,c11_comparison_elapsed_ms,macro_family_comparable_rate,macro_family_supported_rate,macro_family_unique_supported_rate,macro_family_competing_supported_rate
"GLOBAL","","ALL",0,11,50836,12554,7206,3481,994,2731,2537,3725,4475,2731,10426,12554,1643,2128,9073,3771,2359,1412,3481,3771,3771,3103,3103,0.72271785885,0.300382348256,0.415628788714,921.3725,50063.9335,0.545679207039,0.289627022215,0.234393441244,0.055233580971
