view,target_type,original_chord_head_count,reduced_visible_member_count,held_before,baseline_completion_count,trials,baseline_competing_trials,no_comparable_exact_context,comparable_target_unsupported,target_supported_still_competing,target_resolved_unique,unique_wrong_completion,contextual_witness_references,micro_coverage_rate,micro_target_supported_rate,primary_resolution_rate
ReducedOnly,TapHead,2,1,absent,0,6,0,6,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,2,1,absent,1,1,0,0,0,0,1,0,1,1,1,N/A
ReducedOnly,TapHead,2,1,absent,3,654,654,0,0,654,0,0,108316,1,1,0
ReducedOnly,TapHead,2,1,absent,5,1,0,0,1,0,0,0,188,1,0,N/A
ReducedOnly,TapHead,2,1,absent,6,2857,2857,0,0,2857,0,0,453270,1,1,0
ReducedOnly,TapHead,2,1,absent,7,384,382,0,2,382,0,0,74931,1,0.994791666667,0
ReducedOnly,TapHead,2,1,absent,8,1415,1413,0,2,1413,0,0,236376,1,0.998586572438,0
ReducedOnly,TapHead,2,1,absent,9,1028,1028,0,0,1028,0,0,122844,1,1,0
ReducedOnly,TapHead,2,1,absent,10,96,94,0,2,94,0,0,6548,1,0.979166666667,0
ReducedOnly,TapHead,2,1,absent,11,19,16,0,3,16,0,0,2982,1,0.842105263158,0
ReducedOnly,TapHead,2,1,absent,12,988,988,0,0,988,0,0,222338,1,1,0
ReducedOnly,TapHead,2,1,present,0,3,0,3,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,2,1,present,1,5,0,0,0,0,1,4,5,1,0.2,N/A
ReducedOnly,TapHead,2,1,present,2,2,2,0,0,2,0,0,4,1,1,0
ReducedOnly,TapHead,2,1,present,5,3,0,0,3,0,0,0,424,1,0,N/A
ReducedOnly,TapHead,2,1,present,6,198,198,0,0,198,0,0,22201,1,1,0
ReducedOnly,TapHead,2,1,present,7,8,3,0,5,3,0,0,112,1,0.375,0
ReducedOnly,TapHead,2,1,present,8,21,16,0,5,16,0,0,965,1,0.761904761905,0
ReducedOnly,TapHead,2,1,present,9,88,86,0,2,86,0,0,6989,1,0.977272727273,0
ReducedOnly,TapHead,2,1,present,10,39,37,0,2,37,0,0,2733,1,0.948717948718,0
ReducedOnly,TapHead,2,1,present,11,64,50,0,14,50,0,0,6757,1,0.78125,0
ReducedOnly,TapHead,2,1,present,12,1693,1693,0,0,1693,0,0,307705,1,1,0
ReducedOnly,TapHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,3,2,absent,1,9,0,0,0,0,3,6,16,1,0.333333333333,N/A
ReducedOnly,TapHead,3,2,absent,2,252,240,0,12,240,0,0,9106,1,0.952380952381,0
ReducedOnly,TapHead,3,2,absent,3,102,87,0,15,87,0,0,1381,1,0.852941176471,0
ReducedOnly,TapHead,3,2,absent,4,463,436,0,27,436,0,0,18778,1,0.941684665227,0
ReducedOnly,TapHead,3,2,absent,5,4971,4951,0,20,4951,0,0,384620,1,0.995976664655,0
ReducedOnly,TapHead,3,2,absent,6,708,697,0,11,697,0,0,40201,1,0.984463276836,0
ReducedOnly,TapHead,3,2,absent,7,446,413,0,33,413,0,0,16937,1,0.92600896861,0
ReducedOnly,TapHead,3,2,absent,8,653,644,0,9,644,0,0,24759,1,0.986217457887,0
ReducedOnly,TapHead,3,2,absent,9,88,86,0,2,86,0,0,4764,1,0.977272727273,0
ReducedOnly,TapHead,3,2,absent,10,203,203,0,0,203,0,0,18586,1,1,0
ReducedOnly,TapHead,3,2,present,0,21,0,21,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,3,2,present,1,34,0,0,0,0,8,26,74,1,0.235294117647,N/A
ReducedOnly,TapHead,3,2,present,2,51,19,0,32,19,0,0,222,1,0.372549019608,0
ReducedOnly,TapHead,3,2,present,3,52,28,0,24,28,0,0,399,1,0.538461538462,0
ReducedOnly,TapHead,3,2,present,4,103,63,0,40,63,0,0,1604,1,0.611650485437,0
ReducedOnly,TapHead,3,2,present,5,151,113,0,38,113,0,0,3768,1,0.748344370861,0
ReducedOnly,TapHead,3,2,present,6,134,100,0,34,100,0,0,2595,1,0.746268656716,0
ReducedOnly,TapHead,3,2,present,7,275,212,0,63,212,0,0,7656,1,0.770909090909,0
ReducedOnly,TapHead,3,2,present,8,333,291,0,42,291,0,0,9228,1,0.873873873874,0
ReducedOnly,TapHead,3,2,present,9,215,187,0,28,187,0,0,7119,1,0.86976744186,0
ReducedOnly,TapHead,3,2,present,10,213,213,0,0,213,0,0,11912,1,1,0
ReducedOnly,TapHead,4,3,absent,0,57,0,57,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,4,3,absent,1,265,0,0,0,0,159,106,794,1,0.6,N/A
ReducedOnly,TapHead,4,3,absent,2,271,230,0,41,230,0,0,2560,1,0.848708487085,0
ReducedOnly,TapHead,4,3,absent,3,471,416,0,55,416,0,0,9666,1,0.883227176221,0
ReducedOnly,TapHead,4,3,absent,4,5710,5685,0,25,5685,0,0,362039,1,0.995621716287,0
ReducedOnly,TapHead,4,3,absent,5,292,281,0,11,281,0,0,6789,1,0.962328767123,0
ReducedOnly,TapHead,4,3,absent,6,106,103,0,3,103,0,0,2666,1,0.971698113208,0
ReducedOnly,TapHead,4,3,absent,7,15,15,0,0,15,0,0,215,1,1,0
ReducedOnly,TapHead,4,3,absent,8,57,57,0,0,57,0,0,2214,1,1,0
ReducedOnly,TapHead,4,3,present,0,63,0,63,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,4,3,present,1,192,0,0,0,0,67,125,270,1,0.348958333333,N/A
ReducedOnly,TapHead,4,3,present,2,229,115,0,114,115,0,0,778,1,0.502183406114,0
ReducedOnly,TapHead,4,3,present,3,206,116,0,90,116,0,0,1269,1,0.563106796117,0
ReducedOnly,TapHead,4,3,present,4,134,95,0,39,95,0,0,1603,1,0.708955223881,0
ReducedOnly,TapHead,4,3,present,5,114,95,0,19,95,0,0,1387,1,0.833333333333,0
ReducedOnly,TapHead,4,3,present,6,45,40,0,5,40,0,0,625,1,0.888888888889,0
ReducedOnly,TapHead,4,3,present,7,10,10,0,0,10,0,0,116,1,1,0
ReducedOnly,TapHead,4,3,present,8,1,1,0,0,1,0,0,42,1,1,0
ReducedOnly,TapHead,5,4,absent,0,80,0,80,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,5,4,absent,1,152,0,0,0,0,102,50,517,1,0.671052631579,N/A
ReducedOnly,TapHead,5,4,absent,2,311,269,0,42,269,0,0,2621,1,0.864951768489,0
ReducedOnly,TapHead,5,4,absent,3,1293,1288,0,5,1288,0,0,25339,1,0.996133023975,0
ReducedOnly,TapHead,5,4,absent,4,38,37,0,1,37,0,0,571,1,0.973684210526,0
ReducedOnly,TapHead,5,4,absent,5,1,0,0,1,0,0,0,8,1,0,N/A
ReducedOnly,TapHead,5,4,present,0,116,0,116,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,5,4,present,1,60,0,0,0,0,7,53,101,1,0.116666666667,N/A
ReducedOnly,TapHead,5,4,present,2,28,9,0,19,9,0,0,113,1,0.321428571429,0
ReducedOnly,TapHead,5,4,present,3,35,20,0,15,20,0,0,255,1,0.571428571429,0
ReducedOnly,TapHead,5,4,present,4,16,10,0,6,10,0,0,115,1,0.625,0
ReducedOnly,TapHead,5,4,present,5,2,0,0,2,0,0,0,16,1,0,N/A
ReducedOnly,TapHead,6,5,absent,0,19,0,19,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,6,5,absent,1,63,0,0,0,0,19,44,103,1,0.301587301587,N/A
ReducedOnly,TapHead,6,5,absent,2,93,93,0,0,93,0,0,480,1,1,0
ReducedOnly,TapHead,6,5,present,0,37,0,37,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,6,5,present,1,7,0,0,0,0,4,3,9,1,0.571428571429,N/A
ReducedOnly,TapHead,7,6,absent,0,29,0,29,0,0,0,0,0,0,0,N/A
ReducedOnly,TapHead,7,6,absent,1,78,0,0,0,0,77,1,197,1,0.987179487179,N/A
ReducedOnly,TapHead,7,6,absent,2,35,35,0,0,35,0,0,217,1,1,0
ReducedOnly,LongNoteHead,2,1,absent,0,1,0,1,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,2,1,absent,1,1,0,0,0,0,0,1,2,1,0,N/A
ReducedOnly,LongNoteHead,2,1,absent,5,1,0,0,1,0,0,0,37,1,0,N/A
ReducedOnly,LongNoteHead,2,1,absent,6,55,54,0,1,54,0,0,6658,1,0.981818181818,0
ReducedOnly,LongNoteHead,2,1,absent,7,13,7,0,6,7,0,0,1057,1,0.538461538462,0
ReducedOnly,LongNoteHead,2,1,absent,8,9,7,0,2,7,0,0,316,1,0.777777777778,0
ReducedOnly,LongNoteHead,2,1,absent,9,16,15,0,1,15,0,0,532,1,0.9375,0
ReducedOnly,LongNoteHead,2,1,absent,10,26,25,0,1,25,0,0,3017,1,0.961538461538,0
ReducedOnly,LongNoteHead,2,1,absent,11,81,79,0,2,79,0,0,13913,1,0.975308641975,0
ReducedOnly,LongNoteHead,2,1,absent,12,174,174,0,0,174,0,0,26527,1,1,0
ReducedOnly,LongNoteHead,2,1,present,0,2,0,2,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,2,1,present,5,1,0,0,1,0,0,0,35,1,0,N/A
ReducedOnly,LongNoteHead,2,1,present,6,803,802,0,1,802,0,0,166887,1,0.998754669988,0
ReducedOnly,LongNoteHead,2,1,present,7,11,3,0,8,3,0,0,1152,1,0.272727272727,0
ReducedOnly,LongNoteHead,2,1,present,8,15,10,0,5,10,0,0,1117,1,0.666666666667,0
ReducedOnly,LongNoteHead,2,1,present,9,44,38,0,6,38,0,0,2646,1,0.863636363636,0
ReducedOnly,LongNoteHead,2,1,present,10,156,155,0,1,155,0,0,24809,1,0.99358974359,0
ReducedOnly,LongNoteHead,2,1,present,11,490,482,0,8,482,0,0,88224,1,0.983673469388,0
ReducedOnly,LongNoteHead,2,1,present,12,2352,2352,0,0,2352,0,0,370260,1,1,0
ReducedOnly,LongNoteHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,3,2,absent,1,23,0,0,0,0,8,15,44,1,0.347826086957,N/A
ReducedOnly,LongNoteHead,3,2,absent,2,43,37,0,6,37,0,0,968,1,0.860465116279,0
ReducedOnly,LongNoteHead,3,2,absent,3,37,31,0,6,31,0,0,1259,1,0.837837837838,0
ReducedOnly,LongNoteHead,3,2,absent,4,68,65,0,3,65,0,0,3996,1,0.955882352941,0
ReducedOnly,LongNoteHead,3,2,absent,5,39,26,0,13,26,0,0,1027,1,0.666666666667,0
ReducedOnly,LongNoteHead,3,2,absent,6,76,75,0,1,75,0,0,2976,1,0.986842105263,0
ReducedOnly,LongNoteHead,3,2,absent,7,120,113,0,7,113,0,0,4434,1,0.941666666667,0
ReducedOnly,LongNoteHead,3,2,absent,8,89,82,0,7,82,0,0,3514,1,0.921348314607,0
ReducedOnly,LongNoteHead,3,2,absent,9,49,49,0,0,49,0,0,2962,1,1,0
ReducedOnly,LongNoteHead,3,2,absent,10,49,49,0,0,49,0,0,3103,1,1,0
ReducedOnly,LongNoteHead,3,2,present,0,12,0,12,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,3,2,present,1,36,0,0,0,0,14,22,66,1,0.388888888889,N/A
ReducedOnly,LongNoteHead,3,2,present,2,82,46,0,36,46,0,0,1333,1,0.560975609756,0
ReducedOnly,LongNoteHead,3,2,present,3,107,65,0,42,65,0,0,2581,1,0.607476635514,0
ReducedOnly,LongNoteHead,3,2,present,4,173,142,0,31,142,0,0,7501,1,0.820809248555,0
ReducedOnly,LongNoteHead,3,2,present,5,216,166,0,50,166,0,0,3837,1,0.768518518519,0
ReducedOnly,LongNoteHead,3,2,present,6,404,361,0,43,361,0,0,14047,1,0.893564356436,0
ReducedOnly,LongNoteHead,3,2,present,7,516,456,0,60,456,0,0,17289,1,0.883720930233,0
ReducedOnly,LongNoteHead,3,2,present,8,663,635,0,28,635,0,0,23508,1,0.957767722474,0
ReducedOnly,LongNoteHead,3,2,present,9,495,480,0,15,480,0,0,21652,1,0.969696969697,0
ReducedOnly,LongNoteHead,3,2,present,10,349,349,0,0,349,0,0,20772,1,1,0
ReducedOnly,LongNoteHead,4,3,absent,0,13,0,13,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,4,3,absent,1,95,0,0,0,0,66,29,505,1,0.694736842105,N/A
ReducedOnly,LongNoteHead,4,3,absent,2,59,45,0,14,45,0,0,534,1,0.762711864407,0
ReducedOnly,LongNoteHead,4,3,absent,3,65,50,0,15,50,0,0,542,1,0.769230769231,0
ReducedOnly,LongNoteHead,4,3,absent,4,138,122,0,16,122,0,0,1589,1,0.884057971014,0
ReducedOnly,LongNoteHead,4,3,absent,5,54,52,0,2,52,0,0,662,1,0.962962962963,0
ReducedOnly,LongNoteHead,4,3,absent,6,54,52,0,2,52,0,0,1264,1,0.962962962963,0
ReducedOnly,LongNoteHead,4,3,absent,7,10,7,0,3,7,0,0,205,1,0.7,0
ReducedOnly,LongNoteHead,4,3,absent,8,8,8,0,0,8,0,0,312,1,1,0
ReducedOnly,LongNoteHead,4,3,present,0,72,0,72,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,4,3,present,1,191,0,0,0,0,48,143,325,1,0.251308900524,N/A
ReducedOnly,LongNoteHead,4,3,present,2,253,130,0,123,130,0,0,818,1,0.513833992095,0
ReducedOnly,LongNoteHead,4,3,present,3,261,169,0,92,169,0,0,1636,1,0.647509578544,0
ReducedOnly,LongNoteHead,4,3,present,4,390,328,0,62,328,0,0,4340,1,0.841025641026,0
ReducedOnly,LongNoteHead,4,3,present,5,183,157,0,26,157,0,0,2105,1,0.857923497268,0
ReducedOnly,LongNoteHead,4,3,present,6,114,104,0,10,104,0,0,2102,1,0.912280701754,0
ReducedOnly,LongNoteHead,4,3,present,7,12,11,0,1,11,0,0,196,1,0.916666666667,0
ReducedOnly,LongNoteHead,4,3,present,8,10,10,0,0,10,0,0,420,1,1,0
ReducedOnly,LongNoteHead,5,4,absent,0,45,0,45,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,5,4,absent,1,51,0,0,0,0,26,25,72,1,0.509803921569,N/A
ReducedOnly,LongNoteHead,5,4,absent,2,29,20,0,9,20,0,0,94,1,0.689655172414,0
ReducedOnly,LongNoteHead,5,4,absent,3,26,21,0,5,21,0,0,184,1,0.807692307692,0
ReducedOnly,LongNoteHead,5,4,absent,4,10,9,0,1,9,0,0,69,1,0.9,0
ReducedOnly,LongNoteHead,5,4,absent,5,3,2,0,1,2,0,0,22,1,0.666666666667,0
ReducedOnly,LongNoteHead,5,4,absent,6,1,1,0,0,1,0,0,8,1,1,0
ReducedOnly,LongNoteHead,5,4,present,0,119,0,119,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,5,4,present,1,120,0,0,0,0,46,74,159,1,0.383333333333,N/A
ReducedOnly,LongNoteHead,5,4,present,2,77,53,0,24,53,0,0,241,1,0.688311688312,0
ReducedOnly,LongNoteHead,5,4,present,3,48,35,0,13,35,0,0,256,1,0.729166666667,0
ReducedOnly,LongNoteHead,5,4,present,4,29,25,0,4,25,0,0,182,1,0.862068965517,0
ReducedOnly,LongNoteHead,5,4,present,5,6,6,0,0,6,0,0,39,1,1,0
ReducedOnly,LongNoteHead,5,4,present,6,4,4,0,0,4,0,0,32,1,1,0
ReducedOnly,LongNoteHead,6,5,absent,0,17,0,17,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,6,5,absent,1,27,0,0,0,0,23,4,34,1,0.851851851852,N/A
ReducedOnly,LongNoteHead,6,5,absent,2,3,3,0,0,3,0,0,9,1,1,0
ReducedOnly,LongNoteHead,6,5,present,0,25,0,25,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,6,5,present,1,15,0,0,0,0,14,1,21,1,0.933333333333,N/A
ReducedOnly,LongNoteHead,6,5,present,2,6,6,0,0,6,0,0,18,1,1,0
ReducedOnly,LongNoteHead,7,6,absent,0,7,0,7,0,0,0,0,0,0,0,N/A
ReducedOnly,LongNoteHead,7,6,absent,1,5,0,0,0,0,0,5,18,1,0,N/A
ReducedOnly,LongNoteHead,7,6,absent,2,7,7,0,0,7,0,0,52,1,1,0
ReducedHeld,TapHead,2,1,absent,0,6,0,6,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,2,1,absent,1,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,2,1,absent,3,654,654,0,0,654,0,0,108316,1,1,0
ReducedHeld,TapHead,2,1,absent,5,1,0,0,1,0,0,0,19,1,0,N/A
ReducedHeld,TapHead,2,1,absent,6,2857,2857,0,1,2856,0,0,438604,1,0.999649982499,0
ReducedHeld,TapHead,2,1,absent,7,384,382,0,4,380,0,0,74678,1,0.989583333333,0
ReducedHeld,TapHead,2,1,absent,8,1415,1413,0,4,1411,0,0,234242,1,0.997173144876,0
ReducedHeld,TapHead,2,1,absent,9,1028,1028,0,4,1024,0,0,116371,1,0.996108949416,0
ReducedHeld,TapHead,2,1,absent,10,96,94,0,5,91,0,0,4108,1,0.947916666667,0
ReducedHeld,TapHead,2,1,absent,11,19,16,0,12,7,0,0,470,1,0.368421052632,0
ReducedHeld,TapHead,2,1,absent,12,988,988,1,41,943,0,3,97676,0.998987854251,0.954453441296,0
ReducedHeld,TapHead,2,1,present,0,3,0,3,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,2,1,present,1,5,0,5,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,2,1,present,2,2,2,0,0,0,2,0,2,1,1,1
ReducedHeld,TapHead,2,1,present,5,3,0,0,1,0,0,2,92,1,0,N/A
ReducedHeld,TapHead,2,1,present,6,198,198,7,32,130,6,23,2203,0.964646464646,0.686868686869,0.030303030303
ReducedHeld,TapHead,2,1,present,7,8,3,4,0,0,0,4,5,0.5,0,0
ReducedHeld,TapHead,2,1,present,8,21,16,7,3,4,2,5,26,0.666666666667,0.285714285714,0.125
ReducedHeld,TapHead,2,1,present,9,88,86,17,17,33,13,8,282,0.806818181818,0.522727272727,0.151162790698
ReducedHeld,TapHead,2,1,present,10,39,37,10,6,17,0,6,97,0.74358974359,0.435897435897,0
ReducedHeld,TapHead,2,1,present,11,64,50,17,20,0,0,27,106,0.734375,0,0
ReducedHeld,TapHead,2,1,present,12,1693,1693,193,339,692,197,272,6665,0.886001181335,0.525103366804,0.116361488482
ReducedHeld,TapHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,3,2,absent,1,9,0,5,0,0,2,2,5,0.444444444444,0.222222222222,N/A
ReducedHeld,TapHead,3,2,absent,2,252,240,6,4,238,0,4,9015,0.97619047619,0.944444444444,0
ReducedHeld,TapHead,3,2,absent,3,102,87,2,13,87,0,0,1131,0.980392156863,0.852941176471,0
ReducedHeld,TapHead,3,2,absent,4,463,436,11,24,427,0,1,18013,0.976241900648,0.922246220302,0
ReducedHeld,TapHead,3,2,absent,5,4971,4951,5,15,4943,2,6,382227,0.998994166164,0.994769664051,0.000403958796
ReducedHeld,TapHead,3,2,absent,6,708,697,3,12,689,0,4,39281,0.995762711864,0.973163841808,0
ReducedHeld,TapHead,3,2,absent,7,446,413,8,28,402,0,8,14272,0.982062780269,0.90134529148,0
ReducedHeld,TapHead,3,2,absent,8,653,644,4,13,631,0,5,20691,0.993874425727,0.966309341501,0
ReducedHeld,TapHead,3,2,absent,9,88,86,3,8,75,0,2,2558,0.965909090909,0.852272727273,0
ReducedHeld,TapHead,3,2,absent,10,203,203,1,4,198,0,0,10368,0.995073891626,0.975369458128,0
ReducedHeld,TapHead,3,2,present,0,21,0,21,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,3,2,present,1,34,0,21,0,0,4,9,21,0.382352941176,0.117647058824,N/A
ReducedHeld,TapHead,3,2,present,2,51,19,39,0,0,7,5,22,0.235294117647,0.137254901961,0.368421052632
ReducedHeld,TapHead,3,2,present,3,52,28,30,0,3,6,13,38,0.423076923077,0.173076923077,0.214285714286
ReducedHeld,TapHead,3,2,present,4,103,63,57,1,15,18,12,262,0.446601941748,0.320388349515,0.285714285714
ReducedHeld,TapHead,3,2,present,5,151,113,84,1,15,29,22,100,0.443708609272,0.291390728477,0.256637168142
ReducedHeld,TapHead,3,2,present,6,134,100,62,3,22,22,25,153,0.537313432836,0.328358208955,0.22
ReducedHeld,TapHead,3,2,present,7,275,212,129,15,34,44,53,340,0.530909090909,0.283636363636,0.207547169811
ReducedHeld,TapHead,3,2,present,8,333,291,129,22,59,65,58,446,0.612612612613,0.372372372372,0.223367697595
ReducedHeld,TapHead,3,2,present,9,215,187,75,17,34,35,54,316,0.651162790698,0.320930232558,0.187165775401
ReducedHeld,TapHead,3,2,present,10,213,213,57,28,69,23,36,514,0.732394366197,0.431924882629,0.107981220657
ReducedHeld,TapHead,4,3,absent,0,57,0,57,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,4,3,absent,1,265,0,33,0,0,152,80,742,0.875471698113,0.57358490566,N/A
ReducedHeld,TapHead,4,3,absent,2,271,230,27,14,203,14,13,2400,0.90036900369,0.80073800738,0.060869565217
ReducedHeld,TapHead,4,3,absent,3,471,416,14,39,394,13,11,9177,0.970276008493,0.864118895966,0.03125
ReducedHeld,TapHead,4,3,absent,4,5710,5685,7,20,5672,4,7,361237,0.99877408056,0.994045534151,0.000703605981
ReducedHeld,TapHead,4,3,absent,5,292,281,1,15,268,2,6,6258,0.996575342466,0.924657534247,0.007117437722
ReducedHeld,TapHead,4,3,absent,6,106,103,2,2,102,0,0,2245,0.981132075472,0.962264150943,0
ReducedHeld,TapHead,4,3,absent,7,15,15,0,2,13,0,0,119,1,0.866666666667,0
ReducedHeld,TapHead,4,3,absent,8,57,57,0,0,57,0,0,1887,1,1,0
ReducedHeld,TapHead,4,3,present,0,63,0,63,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,4,3,present,1,192,0,146,0,0,36,10,63,0.239583333333,0.1875,N/A
ReducedHeld,TapHead,4,3,present,2,229,115,154,0,13,39,23,149,0.327510917031,0.227074235808,0.339130434783
ReducedHeld,TapHead,4,3,present,3,206,116,125,1,10,43,27,149,0.393203883495,0.257281553398,0.370689655172
ReducedHeld,TapHead,4,3,present,4,134,95,53,3,27,31,20,272,0.60447761194,0.432835820896,0.326315789474
ReducedHeld,TapHead,4,3,present,5,114,95,38,10,25,19,22,212,0.666666666667,0.385964912281,0.2
ReducedHeld,TapHead,4,3,present,6,45,40,16,3,8,9,9,46,0.644444444444,0.377777777778,0.225
ReducedHeld,TapHead,4,3,present,7,10,10,3,0,0,4,3,7,0.7,0.4,0.4
ReducedHeld,TapHead,4,3,present,8,1,1,0,0,0,0,1,4,1,0,0
ReducedHeld,TapHead,5,4,absent,0,80,0,80,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,5,4,absent,1,152,0,13,0,0,101,38,476,0.914473684211,0.664473684211,N/A
ReducedHeld,TapHead,5,4,absent,2,311,269,4,33,260,6,8,2562,0.987138263666,0.855305466238,0.022304832714
ReducedHeld,TapHead,5,4,absent,3,1293,1288,1,3,1284,2,3,25199,0.999226604795,0.994586233565,0.001552795031
ReducedHeld,TapHead,5,4,absent,4,38,37,1,1,35,0,1,530,0.973684210526,0.921052631579,0
ReducedHeld,TapHead,5,4,absent,5,1,0,0,1,0,0,0,2,1,0,N/A
ReducedHeld,TapHead,5,4,present,0,116,0,116,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,5,4,present,1,60,0,52,0,0,0,8,8,0.133333333333,0,N/A
ReducedHeld,TapHead,5,4,present,2,28,9,23,0,0,2,3,8,0.178571428571,0.071428571429,0.222222222222
ReducedHeld,TapHead,5,4,present,3,35,20,23,0,0,9,3,22,0.342857142857,0.257142857143,0.45
ReducedHeld,TapHead,5,4,present,4,16,10,8,0,0,3,5,14,0.5,0.1875,0.3
ReducedHeld,TapHead,5,4,present,5,2,0,1,1,0,0,0,4,0.5,0,N/A
ReducedHeld,TapHead,6,5,absent,0,19,0,19,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,6,5,absent,1,63,0,1,0,0,19,43,102,0.984126984127,0.301587301587,N/A
ReducedHeld,TapHead,6,5,absent,2,93,93,0,0,93,0,0,480,1,1,0
ReducedHeld,TapHead,6,5,present,0,37,0,37,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,6,5,present,1,7,0,3,0,0,4,0,4,0.571428571429,0.571428571429,N/A
ReducedHeld,TapHead,7,6,absent,0,29,0,29,0,0,0,0,0,0,0,N/A
ReducedHeld,TapHead,7,6,absent,1,78,0,0,0,0,77,1,197,1,0.987179487179,N/A
ReducedHeld,TapHead,7,6,absent,2,35,35,0,0,35,0,0,217,1,1,0
ReducedHeld,LongNoteHead,2,1,absent,0,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,2,1,absent,1,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,2,1,absent,5,1,0,0,1,0,0,0,11,1,0,N/A
ReducedHeld,LongNoteHead,2,1,absent,6,55,54,0,3,51,0,1,1163,1,0.927272727273,0
ReducedHeld,LongNoteHead,2,1,absent,7,13,7,0,9,4,0,0,995,1,0.307692307692,0
ReducedHeld,LongNoteHead,2,1,absent,8,9,7,0,3,6,0,0,233,1,0.666666666667,0
ReducedHeld,LongNoteHead,2,1,absent,9,16,15,0,8,8,0,0,254,1,0.5,0
ReducedHeld,LongNoteHead,2,1,absent,10,26,25,0,2,24,0,0,477,1,0.923076923077,0
ReducedHeld,LongNoteHead,2,1,absent,11,81,79,0,6,75,0,0,2091,1,0.925925925926,0
ReducedHeld,LongNoteHead,2,1,absent,12,174,174,0,40,134,0,0,4778,1,0.770114942529,0
ReducedHeld,LongNoteHead,2,1,present,0,2,0,2,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,2,1,present,5,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,2,1,present,6,803,802,2,4,659,137,1,34481,0.997509339975,0.991282689913,0.170822942643
ReducedHeld,LongNoteHead,2,1,present,7,11,3,7,0,0,0,4,5,0.363636363636,0,0
ReducedHeld,LongNoteHead,2,1,present,8,15,10,5,2,0,7,1,18,0.666666666667,0.466666666667,0.7
ReducedHeld,LongNoteHead,2,1,present,9,44,38,11,8,13,2,10,87,0.75,0.340909090909,0.052631578947
ReducedHeld,LongNoteHead,2,1,present,10,156,155,14,28,28,64,22,574,0.910256410256,0.589743589744,0.412903225806
ReducedHeld,LongNoteHead,2,1,present,11,490,482,71,49,132,165,73,1892,0.855102040816,0.60612244898,0.342323651452
ReducedHeld,LongNoteHead,2,1,present,12,2352,2352,311,331,879,492,339,9663,0.867772108844,0.582908163265,0.209183673469
ReducedHeld,LongNoteHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,3,2,absent,1,23,0,10,0,0,6,7,16,0.565217391304,0.260869565217,N/A
ReducedHeld,LongNoteHead,3,2,absent,2,43,37,5,1,28,8,1,407,0.883720930233,0.837209302326,0.216216216216
ReducedHeld,LongNoteHead,3,2,absent,3,37,31,1,3,29,0,4,436,0.972972972973,0.783783783784,0
ReducedHeld,LongNoteHead,3,2,absent,4,68,65,0,3,64,0,1,1446,1,0.941176470588,0
ReducedHeld,LongNoteHead,3,2,absent,5,39,26,2,11,23,0,3,403,0.948717948718,0.589743589744,0
ReducedHeld,LongNoteHead,3,2,absent,6,76,75,2,14,56,2,2,656,0.973684210526,0.763157894737,0.026666666667
