key_count,reduced_head_count,held_before,pair_type,view,trials,comparable,joint_unique,joint_alternatives,target_absent,no_context,target_marginal_only
10,1,false,TapTap,ReducedPrevious,1107,932,217,506,209,175,73
10,1,false,TapTap,ReducedPreviousTransition,1107,797,288,318,191,310,35
10,1,false,TapTap,ReducedNext,1107,950,214,530,206,157,62
10,1,false,TapTap,ReducedNextTransition,1107,848,238,350,260,259,42
10,1,false,TapTap,ReducedPrevNext,1107,460,379,41,40,647,0
10,1,false,TapTap,ReducedHeldPrevNext,1107,460,379,41,40,647,0
10,2,false,TapTap,ReducedOnly,408,408,4,308,96,0,47
10,2,false,TapTap,ReducedHeld,408,408,4,308,96,0,47
10,2,false,TapTap,ReducedPrevious,408,252,201,33,18,156,0
10,2,false,TapTap,ReducedPreviousTransition,408,202,184,8,10,206,0
10,2,false,TapTap,ReducedNext,408,267,193,53,21,141,0
10,2,false,TapTap,ReducedNextTransition,408,181,157,11,13,227,0
10,2,false,TapTap,ReducedPrevNext,408,114,114,0,0,294,0
10,2,false,TapTap,ReducedHeldPrevNext,408,114,114,0,0,294,0
10,3,false,TapTap,ReducedOnly,100,73,20,20,33,27,3
10,3,false,TapTap,ReducedHeld,100,73,20,20,33,27,3
10,3,false,TapTap,ReducedPrevious,100,40,40,0,0,60,0
10,3,false,TapTap,ReducedPreviousTransition,100,40,40,0,0,60,0
10,3,false,TapTap,ReducedNext,100,40,40,0,0,60,0
10,3,false,TapTap,ReducedNextTransition,100,40,40,0,0,60,0
10,3,false,TapTap,ReducedPrevNext,100,40,40,0,0,60,0
10,3,false,TapTap,ReducedHeldPrevNext,100,40,40,0,0,60,0
