family_key,relative_path,version,key_count,charts,trials,candidate_resolutions,target_candidate_resolutions,target_observed_support,target_local_mismatch,target_no_comparable_context,target_ambiguous_evidence,non_target_observed_support,non_target_local_mismatch,non_target_no_comparable_context,non_target_ambiguous_evidence,target_unique_conflicts,target_vs_wrong_conflicts,shared_support_contradiction_donors,disjoint_support_contradiction_resolutions,supporting_donor_references,contradicting_donor_references,target_group_leakage,future_held_leakage,held_tail_encoded_as_head,donor_nesting_violations
"GLOBAL","","ALL",0,11,40360,249202,40360,17942,4021,3266,15131,19755,70649,9557,108881,3666,2482,0,119185,2147190,2241316,0,0,0,0
