chart_id,seed,arm,violation_id,violation_kind,classification,root_cause,mutation_id,mutation_sequence,opportunity_id,source_object,anchor,candidate,lane,object_type,tap_time,blocking_ln_id,blocking_ln_lane,blocking_ln_start,blocking_ln_end,candidate_internal_beat,blocking_internal_end_beat,candidate_materialized_beat,blocking_materialized_end_beat,placement_accepted,hard_validity_result,internal_conflict,materialized_conflict,endpoint_operator_differs,geometry_stale,pre_geometry,post_geometry,pre_generation,post_generation,rng_before,rng_after,g1_divergence,g1_opportunity,opportunity_distance,full_reconverged,geometry_reconverged,rng_reconverged,serialization_changed,evidence_status
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",16,control,SAFE-299AAB9BC240F89D902E6203,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00001702-77306B9C27C6DCB68776,1702,"OP-00001379-BaseHead-S1379-T78637-ANA","L2|T78637|ETAP|Tap|S1379|ONone|YFalse",,"L1|T78637|ETAP|Tap|S1379|OHeadOpportunity|YTrue",1,Tap,78637,GEN-BF787FB4252AA810242CAFB3,1,78552,78637,229.74746666666660540067555556,229.74746666666660540067555555,229.74746666666660540067555556,229.74746666666660540067555556,True,TapOnHeldLongNote,False,True,False,False,C0C99E9FF6984F028D839833FC2D014B0C059B2B52A4E0FEABB48A01E505C8D6,9FBD07C0833FC4D910F2572224FA6D22509B64E79AC58F327CE80D2DB81812B4,A029F9FD217D6A59DA83DE453097FE32D869F3BF25A5108F9AF1ACD7043F4BF8,08CC69BB0311E98905035BCC765E505072F05C17183BA44FD47B0339EDD60CDD,1776,1776,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",16,control,SAFE-F26F0911FF28A00A46B372C0,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00003864-7D6C7D888EB77768DA4E,3864,"OP-00003072-BaseHead-S3072-T163268-ANA","L0|T163268|ETAP|Tap|S3072|ONone|YFalse",,"L2|T163268|ETAP|Tap|S3072|OHeadOpportunity|YTrue",2,Tap,163268,GEN-51287E91258C640EDA5F3B7F,2,163183,163268,477.99839999999987253376,477.99839999999987253375999996,477.99839999999987253376,477.99839999999987253376,True,TapOnHeldLongNote,False,True,False,False,740E9CEFF72E6A5D019CBF91F3A64352DF94582876E913FA0A5F64D645F8085D,6724438799E9FFEDE113468272BFE8017A1C8C1A64B1D9293F1080E9134B48F4,5CF77C1F901107A24D1B619F1BB5F8F18EA9B15D51A74305360C1D9D25320CAB,0B41CF865C672530F6717BA2AE81C6C04A43E538F6998AA668DF05734FE53EDD,4044,4044,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",16,control,SAFE-8200C249554F1174880B6232,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00004840-AF62F5317D78DB9696A2,4840,"OP-00003899-BaseHead-S3899-T202302-ANA","L0|T202302|ETAP|Tap|S3899|ONone|YFalse",,"L1|T202302|ETAP|Tap|S3899|OHeadOpportunity|YTrue",1,Tap,202302,GEN-6A2B139FAC0BCF23FDD33CA6,1,202217,202302,592.49813333333317533383111111,592.49813333333317533383111109,592.49813333333317533383111111,592.49813333333317533383111111,True,TapOnHeldLongNote,False,True,False,False,748F3BAD400D9A43EFC90F5303CBF7965D6F9D429D2896D32E97661D2B5E6493,C37E2440911CBE92C329FD2CB20824BBC216E95517F6347A63435E575156356B,6BA905D82F54ED57F6DE291D16F007753B62BA693DE336D53A6C7D914377CADF,0D1A14B9F5767AEA0A33BEC0AA0B4814A39A818783839F7F26D70BE9C14C85AE,5072,5072,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",16,control,SAFE-9818D3425CCF87C5F26D8914,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00004903-C3B4F0571B37767A78F9,4903,"OP-00003953-BaseHead-S3953-T204262-ANA","L1|T204262|ETAP|Tap|S3953|ONone|YFalse",,"L0|T204262|ETAP|Tap|S3953|OHeadOpportunity|YTrue",0,Tap,204262,GEN-30C19BBA6EFDFDAF8D2764FA,0,204177,204262,598.24746666666650713400888889,598.24746666666650713400888886,598.24746666666650713400888889,598.24746666666650713400888889,True,TapOnHeldLongNote,False,True,False,False,AED1DDAD673AF50F9AAC8B5DF9166763245413D4355CEA5349FB5F7E13D226FF,5CD9D15355AE9B222A30F6A268B7F1E308E07DD0BBAA50E1855CF65AEA6B8A25,2D48941466CCC386ABA586B0866989E7167FE4D64B6A9B32660EF0A413ECDB73,5FD4AE57F66BE58522F92EEF7C5B900E21C9FB15EC7730D0CC8001A8F2194D07,5137,5137,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",16,control,SAFE-BDFE78F2E94AEEDBFE1EEE8B,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00005481-E4D464BBC746609EF65C,5481,"OP-00004447-BaseHead-S4447-T221564-ANA","L4|T221564|ETAP|Tap|S4447|ONone|YFalse",,"L1|T221564|ETAP|Tap|S4447|OHeadOpportunity|YTrue",1,Tap,221564,GEN-6E7F7D29FAC36FA9B838C92E,1,221478,221564,648.99999999999982693333333333,648.99999999999982693333333332,648.99999999999982693333333333,648.99999999999982693333333333,True,TapOnHeldLongNote,False,True,False,False,DBD55523FD8EC80E562D96C5CC0C6150175929571470DB252204451824C0A6A9,09156B3386097112779F947B4D014E43DFF0E80C1CC1C1F3A854FB7FF4C1D286,3761F2643A7501D65D8C70522A9B12407940822ACE73CA9E5B57643F2D218023,3F2683723B29B86043052D122C2A96C97DA6DC8B557CDACD3ADEAA29BC4BE6D1,5726,5726,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",17,control,SAFE-6B4D2F933136A54BCAE7DE92,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00001011-94CF7093892BEB22EAFC,1011,"OP-00000785-BaseHead-S785-T55967-ANA","L3|T55967|ETAP|Tap|S785|ONone|YFalse",,"L5|T55967|ETAP|Tap|S785|OHeadOpportunity|YTrue",5,Tap,55967,GEN-1EB6436B2FDDF2EE775EDD7A,5,55882,55967,163.24879999999995646698666667,163.24879999999995646698666666,163.24879999999995646698666667,163.24879999999995646698666667,True,TapOnHeldLongNote,False,True,False,False,A52D3553C04B4CC953F731D94D3979F8BACEA52440E5C2505D6CADE4F6399F9B,B0DB281C135A5D5EA7418745784EA87A1A7680CA36B35CE34BB27537BDA48A73,417F7B0BFF106159F01993459DDBBE9E4C35C50EAFEFFBC1212D02689D993370,DF601A8A5A6C81B2734A8EAE07D386593BE266D74A1BDCEB5471A13625489BF3,1062,1062,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",17,control,SAFE-356E41BC2928AFCBB27AF4F9,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00005188-8755321FCC97CADDCDA0,5188,"OP-00004283-BaseHead-S4283-T215683-ANA","L2|T215683|ETAP|Tap|S4283|ONone|YFalse",,"L6|T215683|ETAP|Tap|S4283|OHeadOpportunity|YTrue",6,Tap,215683,GEN-FA390004CC25045B9D790F41,6,215598,215683,631.74906666666649820024888889,631.74906666666649820024888887,631.74906666666649820024888889,631.74906666666649820024888889,True,TapOnHeldLongNote,False,True,False,False,5A34E2B09080FB343BD3E812301A8B95817B8C607916A06B18A01F4E045DDF1A,690918647F896252CFC91D56E12FE42D41A3EFFC92AE547197D51FE0B11B75B1,CE3538CEFE0A6A8059E54B03661BF167FDFBDAC7B3C113825F100D27D19B2191,09EF1EAB140128A4151DD2D484C39F4CC24861D12289B4149DFB5C24E5CEDCEB,5387,5387,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",18,control,SAFE-BB76ADF3AA18EF898FC889BA,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000126-461C15F3C2088D11923A,126,"OP-00000085-BaseHead-S85-T11137-ANA","L3|T11137|ETAP|Tap|S85|ONone|YFalse",,"L2|T11137|ETAP|Tap|S85|OHeadOpportunity|YTrue",2,Tap,11137,GEN-87AADB67FE0A7C1032263C4F,2,10882,11137,31.747466666666658200675555556,31.747466666666658200675555555,31.747466666666658200675555556,31.747466666666658200675555556,True,TapOnHeldLongNote,False,True,False,False,9019BA8A21C048FE8C1708C0D830A06EE8312119D8DAFF0B995FE27928A5DF23,507265A46429E49162F1531CA96CC66DBBAFD7BBCA95919A26489FCA1E2F7337,63619AC0865841BD2FE4BABDAA0BA3F031238BEF58F11B72CD0C674F200F82AE,9EA1AAF582794919CB8DC7ABA42F9AEC5D5FF62CF41A272B475DA769164AF58F,144,144,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",18,control,SAFE-16B8A3E08CAB5D31967E13ED,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00003773-7DD388ADD9242C805142,3773,"OP-00003032-BaseHead-S3032-T161990-ANA","L1|T161990|ETAP|Tap|S3032|ONone|YFalse",,"L6|T161990|ETAP|Tap|S3032|OHeadOpportunity|YTrue",6,Tap,161990,GEN-9E6C54AB7B664367CE23C226,6,161904,161990,474.24959999999987353344,474.24959999999987353343999998,474.24959999999987353344,474.24959999999987353344,True,TapOnHeldLongNote,False,True,False,False,612B22FA6272EBF3AC33A7DE2EC10D503218D5DB919A87659DA8FCC95264661E,6FD5058445199E353BA2587888BAD131722300F4731BFAC200220D5F12669AD4,8A2FD5E59ED7972E6AAD75E7BD59B78C5FE3FB482EFD2EA038F7F1B38F1F443B,DDA879C76F29A51BE172759D32081B406570C6EC76BC3814B597EF3565572C45,3954,3954,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",19,control,SAFE-8A23888DBDCA3178591C1EC2,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000252-A8933944E200FD576784,252,"OP-00000183-BaseHead-S183-T18552-ANA","L2|T18552|ETAP|Tap|S183|ONone|YFalse",,"L3|T18552|ETAP|Tap|S183|OHeadOpportunity|YTrue",3,Tap,18552,GEN-63BF87207BC67D1733F9E237,3,18211,18552,53.498133333333319067164444444,53.498133333333319067164444441,53.498133333333319067164444444,53.498133333333319067164444444,True,TapOnHeldLongNote,False,True,False,False,287B0962D6905DA48B99E0BA98FC78A40E7FE307D20C0C5EE7758E7FD146F632,876C29B40817CF1BEE2BAA76427DFD342C897FB380CA6EB46DBD5DB2AF5C2D69,0B5C59F664B9EB09DAE4C946275022E25B01CD8CF3762C37C5BC562756C0BB63,C9BE0B70881C17203AD799C5CECFA13CA271ADCDAF8DC25C55599D92EBF40F8F,274,274,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",20,control,SAFE-8A23888DBDCA3178591C1EC2,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000256-52B85EEFB35EC1B421FA,256,"OP-00000184-BaseHead-S184-T18552-ANA","L5|T18552|ETAP|Tap|S184|ONone|YFalse",,"L3|T18552|ETAP|Tap|S184|OHeadOpportunity|YTrue",3,Tap,18552,GEN-2D3FC8FC6488B2542B86C59F,3,18211,18552,53.498133333333319067164444444,53.498133333333319067164444441,53.498133333333319067164444444,53.498133333333319067164444444,True,TapOnHeldLongNote,False,True,False,False,268E5A609FC0F99B3F65C7C7D9796622D9EFA5F8C501014F95A03A87EC033BEC,D0EEB76FAE94D3A4C1AF419062040E22CF2FE9EA01BA235FDA1A654F025EACA8,3D7A752162DECD46B095D3A51E563F4B8A24851364EA399E30842D9E855CBC55,14237D9D4C02DAE71AE17268898C9F1E19C1CB05B65BDD010108EF730E48D7F5,283,283,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",20,control,SAFE-4B865827064B6A32F3FA490F,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000900-AF84785AF34E1FB470AA,900,"OP-00000674-BaseHead-S674-T51961-ANA","L5|T51961|ETAP|Tap|S674|ONone|YFalse",,"L0|T51961|ETAP|Tap|S674|OHeadOpportunity|YTrue",0,Tap,51961,GEN-29FF5576B701FF7C320B2AA4,0,51876,51961,151.49786666666662626723555556,151.49786666666662626723555555,151.49786666666662626723555556,151.49786666666662626723555556,True,TapOnHeldLongNote,False,True,False,False,8FCEF1895847B3071A93B1C636960DF2BF8D1BDDF6C9F4757950D7B1003BB15D,6CBABE70A961E1A3B5004B1E9FB7788BB14674F0DF1A952949E06E0E91EE4AB1,0D25D676031A345197133513509466D4E65B3657D0AB37CD46D49CCE1A95E9F3,DC629B8E7000D12DCDF91E73CAAEF38F39B835B12DE19E45B08DE182D4A39302,960,960,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",20,control,SAFE-2284CF784515E3967079C3B6,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00004007-6D8628CA5EBA7F34C58B,4007,"OP-00003212-BaseHead-S3212-T168296-ANA","L0|T168296|ETAP|Tap|S3212|ONone|YFalse",,"L6|T168296|ETAP|Tap|S3212|OHeadOpportunity|YTrue",6,Tap,168296,GEN-373DA01ED022D95216C41CDA,6,168211,168296,492.74719999999986860074666667,492.74719999999986860074666664,492.74719999999986860074666667,492.74719999999986860074666667,True,TapOnHeldLongNote,False,True,False,False,AF5777BB700FBBA2E0FEA289721038C62D91B01F0216B250A68F2279EFA78450,92AEBF18C8D9CCFAB40B16A171B5CBCA61A0E3F33D0A61B213C694DD34FCC1A7,3400120E3EF1A1B60C9A6026E8C8DBB768588DB6C652C8D9DFB73AC0B39567CD,45A75305E91F2CD32FE818C41B2B6186B8BD2C0ADFE7B459C2DF941B2721A09C,4182,4182,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB",20,control,SAFE-356E41BC2928AFCBB27AF4F9,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00005231-5A972185A26EAEFEBD64,5231,"OP-00004283-BaseHead-S4283-T215683-ANA","L2|T215683|ETAP|Tap|S4283|ONone|YFalse",,"L6|T215683|ETAP|Tap|S4283|OHeadOpportunity|YTrue",6,Tap,215683,GEN-614DB112DD82FA8509A14736,6,215598,215683,631.74906666666649820024888889,631.74906666666649820024888887,631.74906666666649820024888889,631.74906666666649820024888889,True,TapOnHeldLongNote,False,True,False,False,858B711127FA73F31E4495E2B2F6C88DE698207BFB9D42B21FAE04A1629CC082,ECE96B15CC174350B7529A774080538B4748B606CB2CB8C3244C3D65E1622021,552F2B494A7EA4065D2F514E5B3D42C9F61AF0F4DD53DCFB1DAD95BDBBEE36A7,405048DBE1BED91BCBF980862B1221BB2EF33BD829398E8C4E195208CA7A4DFB,5449,5449,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",1,control,SAFE-AF32370B55D19190296C465C,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000071-077275B98E32238B31A1,71,"OP-00000048-BaseHead-S48-T6475-ANA","L2|T6475|ETAP|Tap|S48|ONone|YFalse",,"L3|T6475|ETAP|Tap|S48|OHeadOpportunity|YTrue",3,Tap,6475,GEN-E372ABB2533DC9527123DB88,3,6362,6475,11.249583333333337833166666667,11.249583333333337833166666666,11.249583333333337833166666667,11.249583333333337833166666667,True,TapOnHeldLongNote,False,True,False,False,558D2EE63487C9F0B9FE5EB32C80EF21381CBE1E8DEBB6F43707FFEF39187B26,72F746275088354993163BBE3025B192855768AB79BC9DA543724EC16A40854E,AF5AFD1B546B81F90DBA6D9B8DA4BEE59895E46085A160F159B224D4D00BA254,E67927E7C90F08A9D72988EBE615BDCAAE6ACBDDB4F7CA3D56FF83D76F3D2CBA,84,84,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",1,control,SAFE-8416D510BB0D3BA13E15C131,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00002328-D12250EFEF92846E6751,2328,"OP-00001794-BaseHead-S1794-T103129-ANA","L5|T103129|ETAP|Tap|S1794|ONone|YFalse",,"L6|T103129|ETAP|Tap|S1794|OHeadOpportunity|YTrue",6,Tap,103129,GEN-9B55B0B9826C580DB6DFA016,6,102903,103129,225.49928333333342353304666667,225.49928333333342353304666666,225.49928333333342353304666667,225.49928333333342353304666667,True,TapOnHeldLongNote,False,True,False,False,8158CBA0B6B13FED325961D5A3EBD2C54E9344C6D9F9CFBDD7A261FEDEBD5EB7,4A74C6547A275AC18B9E796F2255F2E6148338BFC07AF202D2EBF093450E1539,8D7CEF2BA05A9054762AC7D476D0F88E9F52194C9201D7BE424F676234ECA75A,FDA62F6265B52A4CB7EAA6C9AABAA14FE14EFD6E0C8F019C6BF24BB6C64167E1,2507,2507,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",1,control,SAFE-A48017D161C60A4AE08BA7ED,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00007465-68546742BFFEB6D462F1,7465,"OP-00005835-BaseHead-S5835-T285321-ANA","L4|T285321|ETAP|Tap|S5835|ONone|YFalse",,"L1|T285321|ETAP|Tap|S5835|OHeadOpportunity|YTrue",1,Tap,285321,GEN-71600632765B2B0DD45CA634,1,285233,285321,687.69538333333365023541638890,687.69538333333365023541638889,687.69538333333365023541638890,687.69538333333365023541638890,True,TapOnHeldLongNote,False,True,False,False,F0485EE9518B38F27988BAD58C49589C473664438E42C6C043E188AE1EE0C123,FD007E0FE03D5F419C629A035FB35EA4693E4A5E31D9DC33664DD5B8D1057175,D3AECAD97FC8BFB97569B21B129D994847BB3E697163A22486418D34C83B90FD,5838D073ACB99DEE518B900A3D2E8595911F8425874E5F3CF29944F37E1BE1CC,7835,7835,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",1,control,SAFE-167FF95F47115A63C45B6D0B,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00007949-7798A2140FAE8A8DA328,7949,"OP-00006207-BaseHead-S6207-T298027-ANA","L4|T298027|ETAP|Tap|S6207|ONone|YFalse",,"L1|T298027|ETAP|Tap|S6207|OHeadOpportunity|YTrue",1,Tap,298027,GEN-439C20627B1E2E1D0A28E557,1,297939,298027,723.69571666666700756897194446,723.69571666666700756897194443,723.69571666666700756897194446,723.69571666666700756897194446,True,TapOnHeldLongNote,False,True,False,False,AADCF909962382BAFE3C653692940E892E73A75C3EFCB1C997A3DF55304726B8,A5C488456E4F58F41C3F8658D239410A5716FA295317E81BB6FBA8E7D9E7BAA2,4A47552E1FE778AAD400FC6C4F597A5469CA1E74F761E808BCA621A49874F4F4,71BCAD8018BBE0B5970AF18DB145F2CA16F77C613F684E64FDD9D4D8A4EBBA74,8346,8346,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",1,control,SAFE-24CE49C06099AF950BBDB073,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00010005-9CD5E0AFC6624F19EEB0,10005,"OP-00007784-BaseHead-S7784-T367115-ANA","L6|T367115|ETAP|Tap|S7784|ONone|YFalse",,"L0|T367115|ETAP|Tap|S7784|OHeadOpportunity|YTrue",0,Tap,367115,GEN-7E90D8D80689B6F28AE3521F,0,366939,367115,919.4450500000004714018608334,919.4450500000004714018608333,919.4450500000004714018608334,919.4450500000004714018608334,True,TapOnHeldLongNote,False,True,False,False,A420A75999001487D86FA70B8D54F36F393314F36857E5D595AF29A57456F18F,7E6E608AAC6094D102D91BC426E924B14E684F0D44BED5AA8A49F3A15FD8AA6D,D3878303A01A97FB8739E710D323A8486CDCC2154D2539EABF92232D79E0BB50,23035EAC31EB13A857A2825C8471A80D9C8B65E89F1392200FD87D2FB22B3F56,10571,10571,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",2,control,SAFE-1AB357E25B599E18CAA110B2,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000494-BE9B2D5F470187939B44,494,"OP-00000370-BaseHead-S370-T29933-ANA","L0|T29933|ETAP|Tap|S370|ONone|YFalse",,"L4|T29933|ETAP|Tap|S370|OHeadOpportunity|YTrue",4,Tap,29933,GEN-F3E00247AF8E4D4C3C1AF398,4,29821,29933,63.24815000000002529926,63.248150000000025299259999997,63.24815000000002529926,63.24815000000002529926,True,TapOnHeldLongNote,False,True,False,False,E7C43D03A908E02792A8D611C9294B5B5A93A94B1EBED6F8F138EDD81FFDA6B2,6D77EA181E4B9C0CF2D0FBB1BE057FE3482AB6C9C30EBD0BA7DA0F7B7969160D,46F1091E98FF87419DB1F31FAFD7495E1A8F1E5A5FE70E8E743B4B8B1F1F762C,FAA76A8D09D81ECA2BA1ECB74456089D5D4835EA20B39C5E2D40B83F3CB52C42,538,538,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",2,control,SAFE-017C352E625E30575D82E0CE,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00003924-5A7F1172282F05C3DE99,3924,"OP-00003139-BaseHead-S3139-T180480-ANA","L2|T180480|ETAP|Tap|S3139|ONone|YFalse",,"L3|T180480|ETAP|Tap|S3139|OHeadOpportunity|YTrue",3,Tap,180480,GEN-00D2B5C86C64D13C874CAF9C,3,180263,180480,396.99683333333349213206666667,396.99648333333349213192666667,396.99683333333349213206666667,396.99683333333349213206666667,True,TapOnHeldLongNote,False,True,False,False,F14C4BE04172BC0F23F0B82A14B4859AA95459FEEF61009CFE4346B79D51DBB2,62A94B253E3442754E593B39519B2E7C68D325556129EAAE8EF7B9FC2DFE30DB,13569611A005AFD09042556007FFA1A3FFD4806E7490485A8902CEE95B88C6F6,F0301D439C1C266252844BD9E267952FB923142D2A1991F3774FF60C3CCAB1E5,4189,4189,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",2,control,SAFE-27BBD2F0566F4BE33F481B14,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00006653-866648FD964CACC1AA56,6653,"OP-00005215-BaseHead-S5215-T265203-ANA","L1|T265203|ETAP|Tap|S5215|ONone|YFalse",,"L3|T265203|ETAP|Tap|S5215|OHeadOpportunity|YTrue",3,Tap,265203,GEN-AC0D8ACA8952F5686E3BA382,3,264939,265203,630.69438333333361223474972223,630.69438333333361223474972222,630.69438333333361223474972223,630.69438333333361223474972223,True,TapOnHeldLongNote,False,True,False,False,0F1536EF56E786319C28816751BAB5DBE386DE89BEA9A97EE539BC873541F9E2,1E688F74CC2BEB4DD29CD40934059D52C43F57DE7FD0F655E592AA63231FF41E,98AF0377C99453D5BA6DAFB61EC9B5FCB5D2E378E4FEEFB5CC35DF17817C91A0,8850898D11CFB6068A51A653606B2BC84A582E18F63CA758DC526D96582DC1DF,6979,6979,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",2,control,SAFE-1DA5DC13D9DA8A3E3E0A3F15,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00013010-3561888E09DE553B5D29,13010,"OP-00010106-BaseHead-S10106-T467020-ANA","L5|T467020|ETAP|Tap|S10106|ONone|YFalse",,"L6|T467020|ETAP|Tap|S10106|OHeadOpportunity|YTrue",6,Tap,467020,GEN-00DB01B8C8FA7DA36F64B90B,6,466843,467020,1202.5092166666673267779719445,1202.5092166666673267779719444,1202.5092166666673267779719445,1202.5092166666673267779719445,True,TapOnHeldLongNote,False,True,False,False,DAB4FB3EC7EF2BDF9922F5BB7E3ECCC590B55E8EFE2678C6B25DFD038EC156B5,94689FE76030C32EDD24744C46BC35A030990D36F66359299629AB742F406274,4C24C8AEB93605A59AB4387102D7D49E1A4540525067A56DB87037147BFF71B4,0AE78193D09F267398C151ED8C94A502C765835F847836E456FFA3D60B6F66BB,13721,13721,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",3,control,SAFE-1AB357E25B599E18CAA110B2,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00000499-92BC71284827D457B537,499,"OP-00000370-BaseHead-S370-T29933-ANA","L0|T29933|ETAP|Tap|S370|ONone|YFalse",,"L4|T29933|ETAP|Tap|S370|OHeadOpportunity|YTrue",4,Tap,29933,GEN-941C8562B71AE119C7D8B1CE,4,29821,29933,63.24815000000002529926,63.248150000000025299259999997,63.24815000000002529926,63.24815000000002529926,True,TapOnHeldLongNote,False,True,False,False,CC976E48AAF48B34FD11DDCAC75EEBB964EBBF24A214F2C3918860CAE0934296,279FA7097CF776C64049A303B91CEB017B65B92EE661BD4E5E30C8DD28C17F4F,9EB96E80CAD26F4825595B5164BFED36E562B9CBAEE5CCFF2F5BD090B79EAC92,651767B6165BA51C3AB703A6D126432460D3CA754CE9386C0CC086FFF3C9AC78,541,541,,,,False,False,False,False,PROVEN_EXACT_REPLAY
"20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788",3,control,SAFE-1E4B4A0B942E9DEF44E307EF,TapOnHeldLongNote,LegacyDownstream,OracleOrSemanticMismatch,MUT-00002508-116EBAB2BCB0E04891A7,2508,"OP-00001936-BaseHead-S1936-T110572-ANA","L6|T110572|ETAP|Tap|S1936|ONone|YFalse",,"L5|T110572|ETAP|Tap|S1936|OHeadOpportunity|YTrue",5,Tap,110572,GEN-F026B8EABCC1CF4087A8B799,5,110460,110572,241.99793333333343013250666667,241.99793333333343013250666666,241.99793333333343013250666667,241.99793333333343013250666667,True,TapOnHeldLongNote,False,True,False,False,DE0BD2FBF1588D69CF7EBDD76D64E41578B9DA1A911D2C2BB102F4F97F5153B6,BA7FC0CC21779AA41EDA1D2DF23906354C346ED187EA0D098920078FD105EBF3,47F4590428971B0C3B2D4E873D27BF4FA412CB1F3E2A740D91E6022D2DB3EFD2,F0F274AAFC8DD620DD8F39B24C3A0AAF1EC814B9A184A7E0C82BFB66F3B8DB56,2679,2679,,,,False,False,False,False,PROVEN_EXACT_REPLAY
