contract_hash,corpus_hash,semantic_candidate_hash,research_rng_calls,deterministic_repeat,behavior_change
15A16B6EFBF779CFF2C42A8C9A0DD46E025019252BEFA968E831233DC802AA68,878585D604E807B7E46AB429990C7DA6DB396AB0B7E930DAC2B631C8DE7ECD77,19E86D5C8C358B07CBE2E890EC6655229DB6AF9CC1670866E085E2B9A4FCB24E,0,true,false
