family_key,relative_path,version,key_count,charts,original_objects,exact_head_groups,chord_groups,chord_groups_by_head_count,tap_only_chord_groups,ln_head_only_chord_groups,mixed_tap_ln_chord_groups,groups_with_held_before,completion_trials,distinct_reduced_states,distinct_completion_relations,independent_relation_witnesses,witness_references,distinct_observed_full_states,comparable_trials,no_comparable_reduced_state,exact_target_completion_supported,unique_exact_completion,target_among_competing_completions,comparable_but_target_unsupported,lane_supported_but_type_different,exact_held_context_comparable,exact_held_context_target_supported,held_present_trials,held_present_supported,held_absent_trials,held_absent_supported,tap_target_trials,tap_target_supported,ln_head_target_trials,ln_head_target_supported,trials_by_original_chord_head_count,supported_by_original_chord_head_count,reduced_visible_member_counts,supported_by_reduced_visible_member_count,relation_build_ms,held_out_reconstruction_ms,detailed_artifact_bytes,micro_comparable_rate,micro_supported_all_rate,micro_supported_comparable_rate,micro_unique_rate,micro_competing_rate,micro_unsupported_comparable_rate,macro_family_comparable_rate,macro_family_supported_rate,macro_family_unique_rate,macro_family_competing_rate
"GLOBAL","","ALL",0,11,50836,24939,14463,"2:6912;3:4381;4:2555;5:540;6:52;7:23",9242,2684,2537,5311,40360,2634,7669,40360,40360,2292,39596,764,37080,693,36387,2516,13424,35259,31414,13863,11611,26497,25469,29791,27968,10569,9112,"2:13824;3:13143;4:10220;5:2700;6:312;7:161","2:13722;3:12243;4:8844;5:1990;6:162;7:119","1:13824;2:13143;3:10220;4:2700;5:312;6:161","1:13722;2:12243;3:8844;4:1990;5:162;6:119",674.8442,32053.3566,106393317,0.9810703667,0.918731417245,0.936458228104,0.017170465808,0.901560951437,0.063541771896,0.981982469087,0.924978246886,0.022503743562,0.902474503324
