family_key,relative_path,version,key_count,mode,targets,target_present,legal_target_any_lane,legal_target_original_lane,structural_twins,no_duplicate,same_head,materialization,other,multiple,improved,worsened,tie,not_evaluable,mean_delta,mean_log_ratio,legacy_top1,unique_top1,legacy_mean_rank,unique_mean_rank,legacy_mean_normalized_weight,unique_mean_normalized_weight,agreements,evidence_paths,independent_witnesses,duplicate_paths,elapsed_ms
"MORO | HOLY BITCH | ITZBENJA616","ManiaAddNotesLab-c9792f6e6e054cca9f0a2e5a2d504b45/moro - Holy Bitch (ItzBenja616) [Selfishness].osu","Selfishness",7,LeaveOneObjectOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,65.4132
"MORO | HOLY BITCH | ITZBENJA616","ManiaAddNotesLab-c9792f6e6e054cca9f0a2e5a2d504b45/moro - Holy Bitch (ItzBenja616) [Selfishness].osu","Selfishness",7,LeaveOneHeadGroupOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,63.0101
"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616","ManiaAddNotesLab-cb69a956fc164cf9a7c21fe1b49dbb13/NJK Record feat. 3L - Spring of Dreams (ItzBenja616) [KNH - Lvl 81 (No SV)] CUSTOM.osu","KNH** - Lvl 81 (No SV) CUSTOM",7,LeaveOneObjectOut,3587,3494,3475,3452,1548,2039,1548,0,0,0,901,1277,1297,112,-0.007583089185,-0.024132177131,2044,2025,1.910215827338,1.932949640288,0.473311362688,0.465728273503,4452,290992,286540,4452,11211.6067
"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616","ManiaAddNotesLab-cb69a956fc164cf9a7c21fe1b49dbb13/NJK Record feat. 3L - Spring of Dreams (ItzBenja616) [KNH - Lvl 81 (No SV)] CUSTOM.osu","KNH** - Lvl 81 (No SV) CUSTOM",7,LeaveOneHeadGroupOut,3587,3436,3417,3394,1548,3587,0,0,0,0,0,0,3417,170,0,0,2001,2001,1.926836406204,1.926836406204,0.464058231996,0.464058231996,0,282076,282076,0,11507.8193
"NMK&WATHUE | CELESTIAL AXES | WONKI","ManiaAddNotesLab-e0a90265f66f4602a029ae018f756893/nmk&wathue - Celestial Axes (Wonki) [Insane].osu","Insane",7,LeaveOneObjectOut,69,62,60,50,16,53,16,0,0,0,0,2,58,9,-0.003515301902,-0.008864736194,31,31,2.033333333333,2.033333333333,0.419967182608,0.416451880705,66,1001,935,66,93.5273
"NMK&WATHUE | CELESTIAL AXES | WONKI","ManiaAddNotesLab-e0a90265f66f4602a029ae018f756893/nmk&wathue - Celestial Axes (Wonki) [Insane].osu","Insane",7,LeaveOneHeadGroupOut,69,46,45,42,16,69,0,0,0,0,0,0,45,24,0,0,16,16,2.377777777778,2.377777777778,0.25099567,0.25099567,0,867,867,0,75.5235
"NOWISEE | KO INU | RUKA","ManiaAddNotesLab-c81deb37e7374b3fbe1da9cbf9a63eec/nowisee - Ko Inu (ruka) [aphotic].osu","aphotic",7,LeaveOneObjectOut,3000,2845,2725,2693,673,2327,673,0,0,0,838,602,1285,275,-0.00690165509,-0.010395588053,896,863,3.038532110092,3.061651376147,0.30200495258,0.29510329749,3706,195817,192111,3706,9307.7894
"NOWISEE | KO INU | RUKA","ManiaAddNotesLab-c81deb37e7374b3fbe1da9cbf9a63eec/nowisee - Ko Inu (ruka) [aphotic].osu","aphotic",7,LeaveOneHeadGroupOut,3000,2819,2704,2672,673,3000,0,0,0,0,0,0,2704,296,0,0,835,835,3.113165680473,3.113165680473,0.286028976067,0.286028976067,0,188405,188405,0,9332.7201
"ORGT | DESTINY | BAIO","ManiaAddNotesLab-64eca68cb6f6401a8fbd4034d5a921ea/orgT - DESTINY (Baio) [Insane].osu","Insane",7,LeaveOneObjectOut,296,255,231,188,118,178,118,0,0,0,2,98,131,65,-0.044333078017,-0.141009886819,141,123,1.593073593074,1.839826839827,0.426489494849,0.382156416832,148,4154,4006,148,190.6796
"ORGT | DESTINY | BAIO","ManiaAddNotesLab-64eca68cb6f6401a8fbd4034d5a921ea/orgT - DESTINY (Baio) [Insane].osu","Insane",7,LeaveOneHeadGroupOut,296,186,169,133,118,296,0,0,0,0,0,0,169,127,0,0,89,89,1.91124260355,1.91124260355,0.343350841735,0.343350841735,0,3858,3858,0,187.1785
"SAMFREE FT. SF-A2 MIKI | MIKIMIKI ROMANTIC NIGHT | NANANANA","ManiaAddNotesLab-f5b43f7ecd4c4b3c85e2a5b98daa23ae/Samfree ft. SF-A2 Miki - MikiMiki Romantic Night (Nananana) [Miki Dance].osu","Miki Dance",7,LeaveOneObjectOut,53,49,46,42,28,25,28,0,0,0,5,25,16,7,-0.048332697973,-0.124137132966,34,28,1.478260869565,1.739130434783,0.453650449484,0.405317751511,34,580,546,34,112.0406
"SAMFREE FT. SF-A2 MIKI | MIKIMIKI ROMANTIC NIGHT | NANANANA","ManiaAddNotesLab-f5b43f7ecd4c4b3c85e2a5b98daa23ae/Samfree ft. SF-A2 Miki - MikiMiki Romantic Night (Nananana) [Miki Dance].osu","Miki Dance",7,LeaveOneHeadGroupOut,53,41,39,36,28,53,0,0,0,0,0,0,39,14,0,0,19,19,2.179487179487,2.179487179487,0.372897282325,0.372897282325,0,512,512,0,118.9614
