family_key,relative_path,version,key_count,charts,trials,primary_competing_trials,view_observations,pairwise_records,conflict_records,target_vs_wrong_conflicts,donor_references,distinct_coverage_signatures,agreement_build_ms,pairwise_comparison_ms,joint_witness_comparison_ms,target_group_leakage,future_held_leakage,held_tail_encoded_as_head,donor_nesting_violations
"GLOBAL","","ALL",0,11,40360,36387,322880,1130080,3666,2482,6089294,22,3298.9897,8826.7061,91.9441,0,0,0,0
