family_key,relative_path,version,key_count,charts,typed_gap_candidates,local_support,local_mismatch,local_no_context,local_ambiguous,backoff_attempts,admit_local,admit_global,final_skip,supporting_donor_references,contradicting_donor_references,target_group_leakage,synthetic_teaching,held_tail_as_head
"-45 | MIDORIGO QUEEN BEE | ITZBENJA616","","ALL",0,1,4890,0,112,16,4762,16,0,0,4890,808877,2563875,0,0,0
"A-ONE | SIDE BY SIDE | KURISU MAKISE","","ALL",0,1,3991,0,222,0,3769,0,0,0,3991,88020,1510964,0,0,0
"AKATSUKI RECORDS | MIZUIRO RAINDROP | [GB]V1DO","","ALL",0,1,2237,0,116,0,2121,0,0,0,2237,98576,1145820,0,0,0
"BUTAOTOME | HAKANAKI MONO NINGEN | YUEAST 2018","","ALL",0,1,1929,0,61,0,1868,0,0,0,1929,101500,413116,0,0,0
"KIKUO | KARA KARA KARA NO KARA | XNETT","","ALL",0,1,10135,0,1891,0,8244,0,0,0,10135,113252,4547924,0,0,0
"MORO | HOLY BITCH | ITZBENJA616","","ALL",0,1,8277,0,119,0,8158,0,0,0,8277,1298406,8473148,0,0,0
"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616","","ALL",0,1,4601,0,462,0,4139,0,0,0,4601,289318,1233568,0,0,0
"NMK&WATHUE | CELESTIAL AXES | WONKI","","ALL",0,1,3091,2,143,1,2945,1,2,0,3089,162155,1116326,0,0,0
"NOWISEE | KO INU | RUKA","","ALL",0,1,5393,0,452,0,4941,0,0,0,5393,152630,922840,0,0,0
"ORGT | DESTINY | BAIO","","ALL",0,1,1646,0,235,0,1411,0,0,0,1646,17034,190214,0,0,0
"SAMFREE FT. SF-A2 MIKI | MIKIMIKI ROMANTIC NIGHT | NANANANA","","ALL",0,1,4572,0,238,1,4333,1,0,0,4572,574788,2307514,0,0,0
