stratum,chart_id,seed,frozen_arm,opportunity_key,lane,start_time,end_time,frozen_known,historical_class,hardened_class,direct_reject,lineage_id,divergence_opportunity,divergence_control_state,divergence_treatment_state,parent_states_different,no_reconvergence_before_case,target_absent_in_treatment,candidate_shape_reached_in_treatment,frozen_lane_selected_in_treatment,frozen_commit_absent_in_treatment,divergence_governed_by_canonical,temporal_only_explanation,evidence
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,2,control,"OP-00004470-BaseHead-S4470-T222416-ANA",1,222416,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-72D7CECF55ED17BE34EC6038","OP-00000785-BaseHead-S785-T55967-ANA",BFC49E2A45FF5C5947404826C054263EF471B2AE68C4F401C54A2B939872F415,7B1C72AD2C10CC15160B87900BF3A27399B2A5118F77A351CF0F731DC3DA5445,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,4,control,"OP-00000083-BaseHead-S83-T10967-ANA",6,10967,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,4,control,"OP-00001379-BaseHead-S1379-T78637-ANA",1,78637,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-29D1D68917C0993405896B75","OP-00000083-BaseHead-S83-T10967-ANA",E5116ACCDEAF61BA7FD1B132185C14392BC983777FF41228EE37172079D65EB7,F996C88074735630ACC07B053CD1055B01AE3F11016DA4ED6E2F1089B6A77A7F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,4,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-29D1D68917C0993405896B75","OP-00000083-BaseHead-S83-T10967-ANA",E5116ACCDEAF61BA7FD1B132185C14392BC983777FF41228EE37172079D65EB7,F996C88074735630ACC07B053CD1055B01AE3F11016DA4ED6E2F1089B6A77A7F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,5,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-466A48039557E986393EAF24","OP-00000659-BaseHead-S659-T51279-ANA",BA6A0530876D5EB1DAFFC4091528C1C50D8AC60B2063281AA18F50A6DFB3B41F,A664B2ECC5E996A2CC45091039EB5C3BFDFB559C54BADF88E4D30C1CEA63DE65,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,6,control,"OP-00003073-BaseHead-S3073-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,6,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-654C57D11A06B1C934D92399","OP-00003073-BaseHead-S3073-T163268-ANA",3CCB5768A9D4CB3A4B3F5EBF574F39E204CD6548605F570DA69403B5E432C187,26AC159C9AC65A1C678FF51A9609FAFEA90D7AFE27D391CB0BDF4CA023AFA0D1,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,7,control,"OP-00000132-BaseHead-S132-T14632-ANA",2,14632,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,7,control,"OP-00000183-BaseHead-S183-T18552-ANA",3,18552,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-572EC9AFB898719D32C473EA","OP-00000132-BaseHead-S132-T14632-ANA",6F2B45069C1D9F0FF427884CB9B2F11108521224CF1643EF8065D2459DAF5A78,4A283D1973C0B1C800AC0F332C475DA500AC31C1E046940516D1425A0E8DFFE1,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,7,control,"OP-00001430-BaseHead-S1430-T80512-ANA",1,80512,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-572EC9AFB898719D32C473EA","OP-00000132-BaseHead-S132-T14632-ANA",6F2B45069C1D9F0FF427884CB9B2F11108521224CF1643EF8065D2459DAF5A78,4A283D1973C0B1C800AC0F332C475DA500AC31C1E046940516D1425A0E8DFFE1,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,8,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,8,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-548ED9D227B29F519914AEE3","OP-00003072-BaseHead-S3072-T163268-ANA",2B752B7A86A5F44A6A6BAC580C9BC59B54F0C4463EF77AA31CB672450BA1905D,D4E3E299150DF152D106792F158E539FE4D932116504DC4BF4F44F6C2C4164D2,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,8,control,"OP-00004470-BaseHead-S4470-T222416-ANA",1,222416,,true,B_EARLIER_GOVERNED_DIVERGENCE,C_UNRESOLVED,false,"SRG-DIV-548ED9D227B29F519914AEE3","OP-00003072-BaseHead-S3072-T163268-ANA",2B752B7A86A5F44A6A6BAC580C9BC59B54F0C4463EF77AA31CB672450BA1905D,D4E3E299150DF152D106792F158E539FE4D932116504DC4BF4F44F6C2C4164D2,true,true,false,true,true,false,true,false,"The strengthened causal chain was incomplete; recertification must abstain."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,9,control,"OP-00000673-BaseHead-S673-T51961-ANA",0,51961,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
