stratum,chart_id,seed,frozen_arm,opportunity_key,lane,start_time,end_time,frozen_known,historical_class,hardened_class,direct_reject,lineage_id,divergence_opportunity,divergence_control_state,divergence_treatment_state,parent_states_different,no_reconvergence_before_case,target_absent_in_treatment,candidate_shape_reached_in_treatment,frozen_lane_selected_in_treatment,frozen_commit_absent_in_treatment,divergence_governed_by_canonical,temporal_only_explanation,evidence
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,9,control,"OP-00003899-BaseHead-S3899-T202302-ANA",1,202302,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-4F6E3390504462338ABFF727","OP-00000673-BaseHead-S673-T51961-ANA",CD921936CEABDDA64CC21460E3C9063AD7EEBABCDDE836A272EC05BE2A8F074D,B076BFC01AB2C33FBAF4C2C8A7E200C2E4C2A10B73F46707FCB992150D50860E,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,9,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-4F6E3390504462338ABFF727","OP-00000673-BaseHead-S673-T51961-ANA",CD921936CEABDDA64CC21460E3C9063AD7EEBABCDDE836A272EC05BE2A8F074D,B076BFC01AB2C33FBAF4C2C8A7E200C2E4C2A10B73F46707FCB992150D50860E,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00000135-BaseHead-S135-T14632-ANA",2,14632,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003032-BaseHead-S3032-T161990-ANA",6,161990,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-0BB7F47E95A228F7948C711D","OP-00000135-BaseHead-S135-T14632-ANA",07D9D5B67A4022E395B549815122C3140BB4C81E95CB015CF395361CFAC611AB,376C54B0743C4E1C7023D2B497F36E8595B1E3B6662685410CFBA4DCDF4C38FA,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003571-BaseHead-S3571-T188836-ANA",3,188836,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-0BB7F47E95A228F7948C711D","OP-00000135-BaseHead-S135-T14632-ANA",07D9D5B67A4022E395B549815122C3140BB4C81E95CB015CF395361CFAC611AB,376C54B0743C4E1C7023D2B497F36E8595B1E3B6662685410CFBA4DCDF4C38FA,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003589-BaseHead-S3589-T190200-ANA",3,190200,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-0BB7F47E95A228F7948C711D","OP-00000135-BaseHead-S135-T14632-ANA",07D9D5B67A4022E395B549815122C3140BB4C81E95CB015CF395361CFAC611AB,376C54B0743C4E1C7023D2B497F36E8595B1E3B6662685410CFBA4DCDF4C38FA,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-0BB7F47E95A228F7948C711D","OP-00000135-BaseHead-S135-T14632-ANA",07D9D5B67A4022E395B549815122C3140BB4C81E95CB015CF395361CFAC611AB,376C54B0743C4E1C7023D2B497F36E8595B1E3B6662685410CFBA4DCDF4C38FA,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00004455-BaseHead-S4455-T221819-ANA",2,221819,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-0BB7F47E95A228F7948C711D","OP-00000135-BaseHead-S135-T14632-ANA",07D9D5B67A4022E395B549815122C3140BB4C81E95CB015CF395361CFAC611AB,376C54B0743C4E1C7023D2B497F36E8595B1E3B6662685410CFBA4DCDF4C38FA,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00003083-BaseHead-S3083-T163694-ANA",6,163694,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00003899-BaseHead-S3899-T202302-ANA",1,202302,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-FC7B4F3278EEA20591AC3B88","OP-00003083-BaseHead-S3083-T163694-ANA",C686BD979598A2EE315EA1FACA4A9E1EA140EF823DF1DD371EE95B0A3D58A279,8B7A231C4C69B26494502866383398EAA5A0447117A7CD38F08705D0F142342B,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-FC7B4F3278EEA20591AC3B88","OP-00003083-BaseHead-S3083-T163694-ANA",C686BD979598A2EE315EA1FACA4A9E1EA140EF823DF1DD371EE95B0A3D58A279,8B7A231C4C69B26494502866383398EAA5A0447117A7CD38F08705D0F142342B,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00004455-BaseHead-S4455-T221819-ANA",2,221819,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-FC7B4F3278EEA20591AC3B88","OP-00003083-BaseHead-S3083-T163694-ANA",C686BD979598A2EE315EA1FACA4A9E1EA140EF823DF1DD371EE95B0A3D58A279,8B7A231C4C69B26494502866383398EAA5A0447117A7CD38F08705D0F142342B,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00000126-BaseHead-S126-T13950-ANA",4,13950,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00000135-BaseHead-S135-T14632-ANA",2,14632,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-54A4283398EB22A151D15417","OP-00000126-BaseHead-S126-T13950-ANA",D1792D083B46B61666F899ADC673E6C9BFD5A5A9E8BDE54D4BF0CE92C8B90195,108AF319E4E862CCD44D4DDF80493570C034EFE9CCAA9970F45FB92C7FADA03D,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00001379-BaseHead-S1379-T78637-ANA",1,78637,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-54A4283398EB22A151D15417","OP-00000126-BaseHead-S126-T13950-ANA",D1792D083B46B61666F899ADC673E6C9BFD5A5A9E8BDE54D4BF0CE92C8B90195,108AF319E4E862CCD44D4DDF80493570C034EFE9CCAA9970F45FB92C7FADA03D,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-54A4283398EB22A151D15417","OP-00000126-BaseHead-S126-T13950-ANA",D1792D083B46B61666F899ADC673E6C9BFD5A5A9E8BDE54D4BF0CE92C8B90195,108AF319E4E862CCD44D4DDF80493570C034EFE9CCAA9970F45FB92C7FADA03D,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00003083-BaseHead-S3083-T163694-ANA",6,163694,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-54A4283398EB22A151D15417","OP-00000126-BaseHead-S126-T13950-ANA",D1792D083B46B61666F899ADC673E6C9BFD5A5A9E8BDE54D4BF0CE92C8B90195,108AF319E4E862CCD44D4DDF80493570C034EFE9CCAA9970F45FB92C7FADA03D,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-54A4283398EB22A151D15417","OP-00000126-BaseHead-S126-T13950-ANA",D1792D083B46B61666F899ADC673E6C9BFD5A5A9E8BDE54D4BF0CE92C8B90195,108AF319E4E862CCD44D4DDF80493570C034EFE9CCAA9970F45FB92C7FADA03D,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00000182-BaseHead-S182-T18382-ANA",6,18382,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00003073-BaseHead-S3073-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-A392EAB5EC32B0763DE9FBBC","OP-00000182-BaseHead-S182-T18382-ANA",63EC8B95D975B3A1AC90E18E914FE181D1BEAA9F85937BBBE31499AF61D49A78,C357C834C4322166B6F84341DB11BADAFC87B87A700F9B7FDE1732F46156F0CC,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00004471-BaseHead-S4471-T222416-ANA",1,222416,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-A392EAB5EC32B0763DE9FBBC","OP-00000182-BaseHead-S182-T18382-ANA",63EC8B95D975B3A1AC90E18E914FE181D1BEAA9F85937BBBE31499AF61D49A78,C357C834C4322166B6F84341DB11BADAFC87B87A700F9B7FDE1732F46156F0CC,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00001451-BaseHead-S1451-T81194-ANA",2,81194,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-C1B8769F5A5C4FAB1614A059","OP-00001451-BaseHead-S1451-T81194-ANA",4D2400C080837B1C4CA18706ECE27FDA4346D8F0E82ACDD8F3551287B2290C06,AA9C48CB731EBD2A67CA5CE646EE1D7623F9C4DCB736D40D525B36E80A7A3EB3,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-C1B8769F5A5C4FAB1614A059","OP-00001451-BaseHead-S1451-T81194-ANA",4D2400C080837B1C4CA18706ECE27FDA4346D8F0E82ACDD8F3551287B2290C06,AA9C48CB731EBD2A67CA5CE646EE1D7623F9C4DCB736D40D525B36E80A7A3EB3,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00000674-BaseHead-S674-T51961-ANA",0,51961,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00000785-BaseHead-S785-T55967-ANA",5,55967,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-9CAF697C8222FCB8C7C4521D","OP-00000674-BaseHead-S674-T51961-ANA",C5533831EB2E3BB539FED14F2A707538B298C97BBA3B8D5DCC33D153FABF30FF,3F1FB83BA0E3ED1E042C37EA9A816DEC0578F3D1FD75385C3E69308BF97DF82F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003139-BaseHead-S3139-T165569-ANA",0,165569,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-9CAF697C8222FCB8C7C4521D","OP-00000674-BaseHead-S674-T51961-ANA",C5533831EB2E3BB539FED14F2A707538B298C97BBA3B8D5DCC33D153FABF30FF,3F1FB83BA0E3ED1E042C37EA9A816DEC0578F3D1FD75385C3E69308BF97DF82F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003456-BaseHead-S3456-T178950-ANA",2,178950,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-9CAF697C8222FCB8C7C4521D","OP-00000674-BaseHead-S674-T51961-ANA",C5533831EB2E3BB539FED14F2A707538B298C97BBA3B8D5DCC33D153FABF30FF,3F1FB83BA0E3ED1E042C37EA9A816DEC0578F3D1FD75385C3E69308BF97DF82F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-9CAF697C8222FCB8C7C4521D","OP-00000674-BaseHead-S674-T51961-ANA",C5533831EB2E3BB539FED14F2A707538B298C97BBA3B8D5DCC33D153FABF30FF,3F1FB83BA0E3ED1E042C37EA9A816DEC0578F3D1FD75385C3E69308BF97DF82F,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-9CAF697C8222FCB8C7C4521D","OP-00000674-BaseHead-S674-T51961-ANA",C5533831EB2E3BB539FED14F2A707538B298C97BBA3B8D5DCC33D153FABF30FF,3F1FB83BA0E3ED1E042C37EA9A816DEC0578F3D1FD75385C3E69308BF97DF82F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00001379-BaseHead-S1379-T78637-ANA",1,78637,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-868E813658F6DF46F6385E7F","OP-00001379-BaseHead-S1379-T78637-ANA",8F83367EFDD69206A9CF219133C56EE88C9562E4FCB57D04CF40D4CF735E3A4F,3FDE63DD10516B9DECC64929DB3CC49922C3B1AAA37A9D48C16C0C429CBB8E9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003899-BaseHead-S3899-T202302-ANA",1,202302,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-868E813658F6DF46F6385E7F","OP-00001379-BaseHead-S1379-T78637-ANA",8F83367EFDD69206A9CF219133C56EE88C9562E4FCB57D04CF40D4CF735E3A4F,3FDE63DD10516B9DECC64929DB3CC49922C3B1AAA37A9D48C16C0C429CBB8E9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003953-BaseHead-S3953-T204262-ANA",0,204262,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-868E813658F6DF46F6385E7F","OP-00001379-BaseHead-S1379-T78637-ANA",8F83367EFDD69206A9CF219133C56EE88C9562E4FCB57D04CF40D4CF735E3A4F,3FDE63DD10516B9DECC64929DB3CC49922C3B1AAA37A9D48C16C0C429CBB8E9A,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00004447-BaseHead-S4447-T221564-ANA",1,221564,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-868E813658F6DF46F6385E7F","OP-00001379-BaseHead-S1379-T78637-ANA",8F83367EFDD69206A9CF219133C56EE88C9562E4FCB57D04CF40D4CF735E3A4F,3FDE63DD10516B9DECC64929DB3CC49922C3B1AAA37A9D48C16C0C429CBB8E9A,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,17,control,"OP-00000785-BaseHead-S785-T55967-ANA",5,55967,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,17,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-9238CA714A3BF4FDDA039CD8","OP-00000785-BaseHead-S785-T55967-ANA",8B5D990878089074768092CBE1984A11871AACA31A92CC49D102A12CB8EB8B1C,81BD66508BF596CA4512377A8C5357C9EC2DCC4411EF6373B1D1A1D777A9642F,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,18,control,"OP-00000085-BaseHead-S85-T11137-ANA",2,11137,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,18,control,"OP-00003032-BaseHead-S3032-T161990-ANA",6,161990,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-54E14ACABC7200ABE0F1DDAB","OP-00000085-BaseHead-S85-T11137-ANA",2B104326815E78348421DD34405858D41CC02A99BEF553BF71F5281D50D95AAC,74823DAD1FF63BBFF07BE4F1B6AE39CD9A46ABF2C6E9E3DC808A8234432EF9E6,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,19,control,"OP-00000183-BaseHead-S183-T18552-ANA",3,18552,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00000184-BaseHead-S184-T18552-ANA",3,18552,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-18C8A337B01453C0C1575433","OP-00000183-BaseHead-S183-T18552-ANA",8E0C64020065075DD0BC2EA93A080689BF2859D73A88D1ADD14B61F52E7601E4,371291F08B0EB5DB4EAE2495F6053F7E24EE16CFC51EA65B7BDD21905BD76A9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00000674-BaseHead-S674-T51961-ANA",0,51961,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-18C8A337B01453C0C1575433","OP-00000183-BaseHead-S183-T18552-ANA",8E0C64020065075DD0BC2EA93A080689BF2859D73A88D1ADD14B61F52E7601E4,371291F08B0EB5DB4EAE2495F6053F7E24EE16CFC51EA65B7BDD21905BD76A9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00003212-BaseHead-S3212-T168296-ANA",6,168296,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-18C8A337B01453C0C1575433","OP-00000183-BaseHead-S183-T18552-ANA",8E0C64020065075DD0BC2EA93A080689BF2859D73A88D1ADD14B61F52E7601E4,371291F08B0EB5DB4EAE2495F6053F7E24EE16CFC51EA65B7BDD21905BD76A9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-18C8A337B01453C0C1575433","OP-00000183-BaseHead-S183-T18552-ANA",8E0C64020065075DD0BC2EA93A080689BF2859D73A88D1ADD14B61F52E7601E4,371291F08B0EB5DB4EAE2495F6053F7E24EE16CFC51EA65B7BDD21905BD76A9A,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00000048-BaseHead-S48-T6475-ANA",3,6475,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"","",,,false,false,true,true,false,true,false,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00001794-BaseHead-S1794-T103129-ANA",6,103129,,true,A_REACHED_CANONICAL_REJECT,A_DIRECT_CANONICAL_REJECT,true,"SRG-DIV-70E5A5DCB2F5BDFFF5DE130C","OP-00000048-BaseHead-S48-T6475-ANA",29B0073FCC0B89CC0F9E0E7B13B70A4F514B4F3914F6406BC5AC1A7E03BCF7EC,B7609329A9AFE32AE2ED2F9AED2830C82DCD9D4D74079724520554CAB217A7C8,true,true,true,true,false,true,true,false,"Equivalent candidate reached; control committed the frozen lane, canonical rejected it, and treatment did not commit that object."
