stratum,chart_id,seed,frozen_arm,opportunity_key,lane,start_time,end_time,frozen_known,explanation_class,evidence,first_governed_divergence
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00000466-BaseHead-S466-T35009-ANA",2,35009,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000185-BaseHead-S185-T16399-ANA; later frozen proposal is not required to remain reachable.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00001936-BaseHead-S1936-T110572-ANA",5,110572,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00003144-BaseHead-S3144-T180915-ANA",3,180915,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00005296-BaseHead-S5296-T267939-ANA",5,267939,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00005694-BaseHead-S5694-T280733-ANA",3,280733,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000185-BaseHead-S185-T16399-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00001071-BaseHead-S1071-T67039-ANA",6,67039,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00001262-BaseHead-S1262-T76625-ANA",6,76625,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00004997-BaseHead-S4997-T257791-ANA",2,257791,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005210-BaseHead-S5210-T265027-ANA",0,265027,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000055-BaseHead-S55-T6926-ANA; later frozen proposal is not required to remain reachable.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005297-BaseHead-S5297-T267939-ANA",5,267939,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000055-BaseHead-S55-T6926-ANA; later frozen proposal is not required to remain reachable.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005307-BaseHead-S5307-T268380-ANA",5,268380,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000055-BaseHead-S55-T6926-ANA; later frozen proposal is not required to remain reachable.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00006161-BaseHead-S6161-T296527-ANA",4,296527,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000055-BaseHead-S55-T6926-ANA; later frozen proposal is not required to remain reachable.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00006173-BaseHead-S6173-T296968-ANA",0,296968,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00001383-BaseHead-S1383-T83392-ANA",3,83392,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00001515-BaseHead-S1515-T89821-ANA",6,89821,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000370-BaseHead-S370-T29933-ANA; later frozen proposal is not required to remain reachable.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00001650-BaseHead-S1650-T96136-ANA",0,96136,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00004525-BaseHead-S4525-T235733-ANA",4,235733,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00005229-BaseHead-S5229-T265733-ANA",6,265733,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00005694-BaseHead-S5694-T280733-ANA",3,280733,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00005756-BaseHead-S5756-T282806-ANA",1,282806,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000370-BaseHead-S370-T29933-ANA; later frozen proposal is not required to remain reachable.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00005835-BaseHead-S5835-T285321-ANA",6,285321,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00006160-BaseHead-S6160-T296527-ANA",4,296527,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00007221-BaseHead-S7221-T342410-ANA",6,342410,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00010125-BaseHead-S10125-T468410-ANA",4,468410,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00000011-BaseHead-S11-T2527-ANA",2,2527,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00000277-BaseHead-S277-T23730-ANA",3,23730,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000011-BaseHead-S11-T2527-ANA; later frozen proposal is not required to remain reachable.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00001936-BaseHead-S1936-T110572-ANA",5,110572,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000011-BaseHead-S11-T2527-ANA; later frozen proposal is not required to remain reachable.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00005266-BaseHead-S5266-T266791-ANA",0,266791,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000011-BaseHead-S11-T2527-ANA; later frozen proposal is not required to remain reachable.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00005835-BaseHead-S5835-T285321-ANA",1,285321,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00006162-BaseHead-S6162-T296527-ANA",1,296527,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00008011-BaseHead-S8011-T376998-ANA",1,376998,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000011-BaseHead-S11-T2527-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00000297-BaseHead-S297-T24858-ANA",0,24858,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00003146-BaseHead-S3146-T180915-ANA",3,180915,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00005307-BaseHead-S5307-T268380-ANA",2,268380,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00005866-BaseHead-S5866-T286468-ANA",0,286468,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,8,control,"OP-00009531-BaseHead-S9531-T441365-ANA",3,441365,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00001279-BaseHead-S1279-T77527-ANA",2,77527,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00004577-BaseHead-S4577-T238292-ANA",5,238292,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00004997-BaseHead-S4997-T257791-ANA",2,257791,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00005210-BaseHead-S5210-T265027-ANA",3,265027,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00005835-BaseHead-S5835-T285321-ANA",6,285321,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00006162-BaseHead-S6162-T296527-ANA",4,296527,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00006173-BaseHead-S6173-T296968-ANA",0,296968,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00008195-BaseHead-S8195-T385204-ANA",3,385204,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,9,control,"OP-00009880-BaseHead-S9880-T457292-ANA",1,457292,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,10,control,"OP-00005210-BaseHead-S5210-T265027-ANA",3,265027,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,10,control,"OP-00006172-BaseHead-S6172-T296968-ANA",5,296968,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,11,control,"OP-00001792-BaseHead-S1792-T103016-ANA",2,103016,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,11,control,"OP-00004757-BaseHead-S4757-T246939-ANA",2,246939,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,11,control,"OP-00005391-BaseHead-S5391-T270850-ANA",3,270850,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,11,control,"OP-00007967-BaseHead-S7967-T375292-ANA",0,375292,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00000466-BaseHead-S466-T35009-ANA",2,35009,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00001356-BaseHead-S1356-T82039-ANA",2,82039,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00001794-BaseHead-S1794-T103129-ANA",6,103129,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00005307-BaseHead-S5307-T268380-ANA",5,268380,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00005614-BaseHead-S5614-T278394-ANA",3,278394,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,12,control,"OP-00007468-BaseHead-S7468-T353057-ANA",6,353057,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000466-BaseHead-S466-T35009-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00001936-BaseHead-S1936-T110572-ANA",5,110572,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00001383-BaseHead-S1383-T83392-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00005456-BaseHead-S5456-T272791-ANA",2,272791,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00001383-BaseHead-S1383-T83392-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00005865-BaseHead-S5865-T286468-ANA",0,286468,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00001383-BaseHead-S1383-T83392-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00005915-BaseHead-S5915-T287968-ANA",0,287968,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00001383-BaseHead-S1383-T83392-ANA; later frozen proposal is not required to remain reachable.","OP-00001383-BaseHead-S1383-T83392-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00006173-BaseHead-S6173-T296968-ANA",0,296968,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00001383-BaseHead-S1383-T83392-ANA; later frozen proposal is not required to remain reachable.","OP-00001383-BaseHead-S1383-T83392-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00000266-BaseHead-S266-T23166-ANA",6,23166,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00001936-BaseHead-S1936-T110572-ANA",5,110572,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00004581-BaseHead-S4581-T238468-ANA",1,238468,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00005265-BaseHead-S5265-T266791-ANA",0,266791,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00005296-BaseHead-S5296-T267939-ANA",5,267939,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00005614-BaseHead-S5614-T278394-ANA",3,278394,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00005753-BaseHead-S5753-T282762-ANA",5,282762,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,14,control,"OP-00005915-BaseHead-S5915-T287968-ANA",6,287968,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000051-BaseHead-S51-T6700-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00000055-BaseHead-S55-T6926-ANA",6,6926,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00000410-BaseHead-S410-T31907-ANA",6,31907,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00004525-BaseHead-S4525-T235733-ANA",4,235733,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00004638-BaseHead-S4638-T241292-ANA",5,241292,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00005835-BaseHead-S5835-T285321-ANA",6,285321,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,15,control,"OP-00005865-BaseHead-S5865-T286468-ANA",0,286468,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000055-BaseHead-S55-T6926-ANA"
